Descripcion;Identificador;Titulo;Año;Prevision Inicial ;IngresoClassificationPath;
02;2020-282-02;IMPUESTO SOBRE EL IMPACTO VISUAL ELEMENTOS SUMINISTRO ENERGIA ELECTRICA;2020;2300000;Comunidad Autónoma de La Rioja, 2 IMPUESTOS INDIRECTOS, 28 OTROS IMPUESTOS INDIRECTOS, 282 IMPUESTOS MEDIOAMBIENTALES;
01;2020-300-01;VENTA DEL BOLETIN OFICIAL DEL PARLAMENTO;2020;0;Comunidad Autónoma de La Rioja, 3 TASAS Y OTROS INGRESOS, 30 VENTA DE BIENES, 300 VENTA DE PUBLICACIONES PROPIAS;
02;2020-300-02;VENTA DE PUBLICACIONES DEL INSTITUTO DE ESTUDIOS RIOJANOS;2020;35000;Comunidad Autónoma de La Rioja, 3 TASAS Y OTROS INGRESOS, 30 VENTA DE BIENES, 300 VENTA DE PUBLICACIONES PROPIAS;
03;2020-300-03;VENTA DE PUBLICACIONES DE DESARROLLO AUTONOMICO;2020;0;Comunidad Autónoma de La Rioja, 3 TASAS Y OTROS INGRESOS, 30 VENTA DE BIENES, 300 VENTA DE PUBLICACIONES PROPIAS;
04;2020-300-04;VENTA PUBLICACIONES AGRICULTURA, GANADERÍA, MUNDO RURAL, TERRITORIO Y POBLACION;2020;0;Comunidad Autónoma de La Rioja, 3 TASAS Y OTROS INGRESOS, 30 VENTA DE BIENES, 300 VENTA DE PUBLICACIONES PROPIAS;
05;2020-300-05;VENTA DE PUBLICACIONES DE SALUD;2020;0;Comunidad Autónoma de La Rioja, 3 TASAS Y OTROS INGRESOS, 30 VENTA DE BIENES, 300 VENTA DE PUBLICACIONES PROPIAS;
06;2020-300-06;VENTA DE IMPRESOS;2020;0;Comunidad Autónoma de La Rioja, 3 TASAS Y OTROS INGRESOS, 30 VENTA DE BIENES, 300 VENTA DE PUBLICACIONES PROPIAS;
99;2020-300-99;VENTA DE OTRAS PUBLICACIONES;2020;500;Comunidad Autónoma de La Rioja, 3 TASAS Y OTROS INGRESOS, 30 VENTA DE BIENES, 300 VENTA DE PUBLICACIONES PROPIAS;
00;2020-304-00;VENTA DE PLANTAS Y SEMILLAS DE VIVEROS;2020;150000;Comunidad Autónoma de La Rioja, 3 TASAS Y OTROS INGRESOS, 30 VENTA DE BIENES, 304 VENTA DE PRODUCTOS AGROPECUARIOS;
01;2020-304-01;EXPLOTACIONES AGRARIAS;2020;324000;Comunidad Autónoma de La Rioja, 3 TASAS Y OTROS INGRESOS, 30 VENTA DE BIENES, 304 VENTA DE PRODUCTOS AGROPECUARIOS;
  ;2020-305-  ;VENTA DE MATERIAL DE DESHECHO;2020;0;Comunidad Autónoma de La Rioja, 3 TASAS Y OTROS INGRESOS, 30 VENTA DE BIENES, 305 VENTA DE MATERIAL DE DESHECHO;
01;2020-309-01;VENTA DE CARTONES DE BINGO;2020;0;Comunidad Autónoma de La Rioja, 3 TASAS Y OTROS INGRESOS, 30 VENTA DE BIENES, 309 VENTA DE OTROS BIENES;
06;2020-309-06;VENTA DE CATALOGOS;2020;0;Comunidad Autónoma de La Rioja, 3 TASAS Y OTROS INGRESOS, 30 VENTA DE BIENES, 309 VENTA DE OTROS BIENES;
08;2020-309-08;VENTA OBJETOS PUBLICITARIOS;2020;1500;Comunidad Autónoma de La Rioja, 3 TASAS Y OTROS INGRESOS, 30 VENTA DE BIENES, 309 VENTA DE OTROS BIENES;
09;2020-309-09;VENTA DE CHATARRA;2020;10000;Comunidad Autónoma de La Rioja, 3 TASAS Y OTROS INGRESOS, 30 VENTA DE BIENES, 309 VENTA DE OTROS BIENES;
00;2020-312-00;RESIDENCIA DE PERSONAS MAYORES DE CALAHORRA;2020;940800;Comunidad Autónoma de La Rioja, 3 TASAS Y OTROS INGRESOS, 31 PRESTACION DE SERVICIOS, 312 ACTUACIONES DE PROTECCION Y PROMOCION SOCIAL;
01;2020-312-01;RESIDENCIA DE PERSONAS MAYORES DE LARDERO;2020;892300;Comunidad Autónoma de La Rioja, 3 TASAS Y OTROS INGRESOS, 31 PRESTACION DE SERVICIOS, 312 ACTUACIONES DE PROTECCION Y PROMOCION SOCIAL;
02;2020-312-02;HOGARES DE TERCERA EDAD;2020;325000;Comunidad Autónoma de La Rioja, 3 TASAS Y OTROS INGRESOS, 31 PRESTACION DE SERVICIOS, 312 ACTUACIONES DE PROTECCION Y PROMOCION SOCIAL;
03;2020-312-03;ESTANCIAS RESIDENCIA SANTA LUCIA DE FUENMAYOR;2020;799000;Comunidad Autónoma de La Rioja, 3 TASAS Y OTROS INGRESOS, 31 PRESTACION DE SERVICIOS, 312 ACTUACIONES DE PROTECCION Y PROMOCION SOCIAL;
04;2020-312-04;CENTROS CONCERTADOS ANCIANOS, DISCAPACITADOS Y OTROS;2020;700000;Comunidad Autónoma de La Rioja, 3 TASAS Y OTROS INGRESOS, 31 PRESTACION DE SERVICIOS, 312 ACTUACIONES DE PROTECCION Y PROMOCION SOCIAL;
05;2020-312-05;CENTROS DE DIA. SERVICIOS DE PERSONAS MAYORES;2020;1489600;Comunidad Autónoma de La Rioja, 3 TASAS Y OTROS INGRESOS, 31 PRESTACION DE SERVICIOS, 312 ACTUACIONES DE PROTECCION Y PROMOCION SOCIAL;
06;2020-312-06;PLAZAS CONCERTADAS DE PERSONAS MAYORES;2020;5000000;Comunidad Autónoma de La Rioja, 3 TASAS Y OTROS INGRESOS, 31 PRESTACION DE SERVICIOS, 312 ACTUACIONES DE PROTECCION Y PROMOCION SOCIAL;
07;2020-312-07;PLAZAS CONCERTADAS PERSONAS CON DISCAPACIDAD;2020;1000000;Comunidad Autónoma de La Rioja, 3 TASAS Y OTROS INGRESOS, 31 PRESTACION DE SERVICIOS, 312 ACTUACIONES DE PROTECCION Y PROMOCION SOCIAL;
08;2020-312-08;CAMPAMENTOS E INTERCAMBIOS;2020;40000;Comunidad Autónoma de La Rioja, 3 TASAS Y OTROS INGRESOS, 31 PRESTACION DE SERVICIOS, 312 ACTUACIONES DE PROTECCION Y PROMOCION SOCIAL;
09;2020-312-09;CENTROS DE INFORMACION JUVENILES;2020;3000;Comunidad Autónoma de La Rioja, 3 TASAS Y OTROS INGRESOS, 31 PRESTACION DE SERVICIOS, 312 ACTUACIONES DE PROTECCION Y PROMOCION SOCIAL;
10;2020-312-10;GESTION RED DE ALBERGUES JUVENILES;2020;22000;Comunidad Autónoma de La Rioja, 3 TASAS Y OTROS INGRESOS, 31 PRESTACION DE SERVICIOS, 312 ACTUACIONES DE PROTECCION Y PROMOCION SOCIAL;
11;2020-312-11;CURSOS DE FORMACION JUVENIL;2020;4000;Comunidad Autónoma de La Rioja, 3 TASAS Y OTROS INGRESOS, 31 PRESTACION DE SERVICIOS, 312 ACTUACIONES DE PROTECCION Y PROMOCION SOCIAL;
00;2020-313-00;CENTRO ASISTENCIAL ALBELDA DE IREGUA;2020;500000;Comunidad Autónoma de La Rioja, 3 TASAS Y OTROS INGRESOS, 31 PRESTACION DE SERVICIOS, 313 PRODUCCION DE BIENES PUBLICOS DE CARACTER PREFERENTE;
01;2020-313-01;ESCUELAS INFANTILES DE PRIMER CICLO;2020;485000;Comunidad Autónoma de La Rioja, 3 TASAS Y OTROS INGRESOS, 31 PRESTACION DE SERVICIOS, 313 PRODUCCION DE BIENES PUBLICOS DE CARACTER PREFERENTE;
02;2020-313-02;SERVICIOS DOCENTES ESCUELA SUPERIOR DE DISEÑO DE LA RIOJA;2020;500000;Comunidad Autónoma de La Rioja, 3 TASAS Y OTROS INGRESOS, 31 PRESTACION DE SERVICIOS, 313 PRODUCCION DE BIENES PUBLICOS DE CARACTER PREFERENTE;
03;2020-313-03;TARJETA LECTOR, MUSEO, BIBLIOTECA Y ARCHIVO;2020;0;Comunidad Autónoma de La Rioja, 3 TASAS Y OTROS INGRESOS, 31 PRESTACION DE SERVICIOS, 313 PRODUCCION DE BIENES PUBLICOS DE CARACTER PREFERENTE;
04;2020-313-04;VENTA DE ENTRADAS FILMOTECA RAFAEL AZCONA;2020;18000;Comunidad Autónoma de La Rioja, 3 TASAS Y OTROS INGRESOS, 31 PRESTACION DE SERVICIOS, 313 PRODUCCION DE BIENES PUBLICOS DE CARACTER PREFERENTE;
05;2020-313-05;VENTA DE ENTRADAS VEN A LA BENE;2020;4300;Comunidad Autónoma de La Rioja, 3 TASAS Y OTROS INGRESOS, 31 PRESTACION DE SERVICIOS, 313 PRODUCCION DE BIENES PUBLICOS DE CARACTER PREFERENTE;
06;2020-313-06;ACTIVIDADES DIDACTICAS ORGANIZADAS POR LOS MUSEOS DE LA RIOJA;2020;3500;Comunidad Autónoma de La Rioja, 3 TASAS Y OTROS INGRESOS, 31 PRESTACION DE SERVICIOS, 313 PRODUCCION DE BIENES PUBLICOS DE CARACTER PREFERENTE;
07;2020-313-07;INSTALACIONES DEPORTIVAS;2020;65000;Comunidad Autónoma de La Rioja, 3 TASAS Y OTROS INGRESOS, 31 PRESTACION DE SERVICIOS, 313 PRODUCCION DE BIENES PUBLICOS DE CARACTER PREFERENTE;
08;2020-313-08;JUEGOS DEPORTIVOS DE LA RIOJA;2020;152000;Comunidad Autónoma de La Rioja, 3 TASAS Y OTROS INGRESOS, 31 PRESTACION DE SERVICIOS, 313 PRODUCCION DE BIENES PUBLICOS DE CARACTER PREFERENTE;
00;2020-314-00;SERVICIO ANALITICO LABORARIO REGIONAL;2020;140000;Comunidad Autónoma de La Rioja, 3 TASAS Y OTROS INGRESOS, 31 PRESTACION DE SERVICIOS, 314 ACTUACIONES DE CARACTER ECONOMICO;
02;2020-314-02;SERVICIOS ANALITICOS ESTACION ENOLOGICA DE HARO;2020;630000;Comunidad Autónoma de La Rioja, 3 TASAS Y OTROS INGRESOS, 31 PRESTACION DE SERVICIOS, 314 ACTUACIONES DE CARACTER ECONOMICO;
05;2020-314-05;EMISION DE TARJETAS DE TACOGRAFO DIGITAL;2020;0;Comunidad Autónoma de La Rioja, 3 TASAS Y OTROS INGRESOS, 31 PRESTACION DE SERVICIOS, 314 ACTUACIONES DE CARACTER ECONOMICO;
06;2020-314-06;VENTA DE CARNET DE TRANSPORTE ESTUDIANTES;2020;6000;Comunidad Autónoma de La Rioja, 3 TASAS Y OTROS INGRESOS, 31 PRESTACION DE SERVICIOS, 314 ACTUACIONES DE CARACTER ECONOMICO;
00;2020-319-00;DERECHOS MATRICULA CURSOS Y SEMINARIOS;2020;335000;Comunidad Autónoma de La Rioja, 3 TASAS Y OTROS INGRESOS, 31 PRESTACION DE SERVICIOS, 319 ACTUACIONES DE CARACTER GENERAL;
01;2020-319-01;RECINTO FERIAL ALBELDA DE IREGUA;2020;4200;Comunidad Autónoma de La Rioja, 3 TASAS Y OTROS INGRESOS, 31 PRESTACION DE SERVICIOS, 319 ACTUACIONES DE CARACTER GENERAL;
02;2020-319-02;REALIZACION DE SERVICIOS INFORMATICOS;2020;0;Comunidad Autónoma de La Rioja, 3 TASAS Y OTROS INGRESOS, 31 PRESTACION DE SERVICIOS, 319 ACTUACIONES DE CARACTER GENERAL;
03;2020-319-03;ANUNCIOS PUBLICITARIOS;2020;0;Comunidad Autónoma de La Rioja, 3 TASAS Y OTROS INGRESOS, 31 PRESTACION DE SERVICIOS, 319 ACTUACIONES DE CARACTER GENERAL;
04;2020-319-04;TELEFONO PUBLICO;2020;0;Comunidad Autónoma de La Rioja, 3 TASAS Y OTROS INGRESOS, 31 PRESTACION DE SERVICIOS, 319 ACTUACIONES DE CARACTER GENERAL;
05;2020-319-05;SERVICIO ESTACIONAMIENTO Y APARCAMIENTO HOSPITAL SAN PEDRO;2020;7000;Comunidad Autónoma de La Rioja, 3 TASAS Y OTROS INGRESOS, 31 PRESTACION DE SERVICIOS, 319 ACTUACIONES DE CARACTER GENERAL;
06;2020-319-06;SERVICIO PERICIAL INS MEDICINA LEGAL RECLAMACIONES CIRCULACION VEHICULOS A MOTOR;2020;5000;Comunidad Autónoma de La Rioja, 3 TASAS Y OTROS INGRESOS, 31 PRESTACION DE SERVICIOS, 319 ACTUACIONES DE CARACTER GENERAL;
99;2020-319-99;OTROS;2020;3000;Comunidad Autónoma de La Rioja, 3 TASAS Y OTROS INGRESOS, 31 PRESTACION DE SERVICIOS, 319 ACTUACIONES DE CARACTER GENERAL;
00;2020-321-00;TASA 1.01 PRESTACION DEL SERVICIO DE TRANSPORTE AGUA POTABLE;2020;0;Comunidad Autónoma de La Rioja, 3 TASAS Y OTROS INGRESOS, 32 TASAS DE LA COMUNIDAD AUTONOMA DE LA RIOJA, 321 SERVICIOS PUBLICOS BASICOS;
01;2020-321-01;TASA 1.02. INSCRIPCION Y EXPEDICION CERTIFICADOS REGISTRO PAREJAS DE HECHO;2020;5000;Comunidad Autónoma de La Rioja, 3 TASAS Y OTROS INGRESOS, 32 TASAS DE LA COMUNIDAD AUTONOMA DE LA RIOJA, 321 SERVICIOS PUBLICOS BASICOS;
02;2020-321-02;TASA 1.03. PRESTACION SERVICIOS ADMINISTRATIVOS EN MATERIA DE RADIO Y TELEVISION;2020;0;Comunidad Autónoma de La Rioja, 3 TASAS Y OTROS INGRESOS, 32 TASAS DE LA COMUNIDAD AUTONOMA DE LA RIOJA, 321 SERVICIOS PUBLICOS BASICOS;
03;2020-321-03;TASA 1.04 UTILIZACION CENTROS TELECOMUNICACIONES POR CONCESIONARIOS RADIODIFUSIO;2020;122000;Comunidad Autónoma de La Rioja, 3 TASAS Y OTROS INGRESOS, 32 TASAS DE LA COMUNIDAD AUTONOMA DE LA RIOJA, 321 SERVICIOS PUBLICOS BASICOS;
00;2020-323-00;TASA 3.01 INSCRIPCION PRUEBAS LIBRES OBTENCION TITULO BACHILLER MAYORES 20 AÑOS;2020;400;Comunidad Autónoma de La Rioja, 3 TASAS Y OTROS INGRESOS, 32 TASAS DE LA COMUNIDAD AUTONOMA DE LA RIOJA, 323 PRODUCCION DE BIENES PUBLICOS DE CARACTER PREFERENTE;
01;2020-323-01;TASA 3.02 INSCRIPCION PRUEBAS ACCESO CICLOS FORMATIVOS GRADO MEDIO Y GRADO SUPER;2020;7500;Comunidad Autónoma de La Rioja, 3 TASAS Y OTROS INGRESOS, 32 TASAS DE LA COMUNIDAD AUTONOMA DE LA RIOJA, 323 PRODUCCION DE BIENES PUBLICOS DE CARACTER PREFERENTE;
02;2020-323-02;TASA 3.03 INSCRIPCION PRUEBAS COMPETENCIA ACCESO FORMACION CERT. PROF. NIVEL 2 Y;2020;500;Comunidad Autónoma de La Rioja, 3 TASAS Y OTROS INGRESOS, 32 TASAS DE LA COMUNIDAD AUTONOMA DE LA RIOJA, 323 PRODUCCION DE BIENES PUBLICOS DE CARACTER PREFERENTE;
03;2020-323-03;TASA 3.04 INSCRIPCION PRUEBAS TITULOS TECNICO Y TECNICO SUPERIOR DE FORMACION PR;2020;6000;Comunidad Autónoma de La Rioja, 3 TASAS Y OTROS INGRESOS, 32 TASAS DE LA COMUNIDAD AUTONOMA DE LA RIOJA, 323 PRODUCCION DE BIENES PUBLICOS DE CARACTER PREFERENTE;
00;2020-324-00;TASA 4.01. CERTIFICACION Y CONTROL DOP ACEITE DE LA RIOJA;2020;12000;Comunidad Autónoma de La Rioja, 3 TASAS Y OTROS INGRESOS, 32 TASAS DE LA COMUNIDAD AUTONOMA DE LA RIOJA, 324 ACTUACIONES DE CARACTER ECONOMICO;
01;2020-324-01;TASA 4.02 CERTIFICACION Y CONTROL PRODUCCION AGRARIA ECOLOGICA;2020;35000;Comunidad Autónoma de La Rioja, 3 TASAS Y OTROS INGRESOS, 32 TASAS DE LA COMUNIDAD AUTONOMA DE LA RIOJA, 324 ACTUACIONES DE CARACTER ECONOMICO;
02;2020-324-02;TASA 4.03 CERTIFICACION Y CONTROL DOP PERAS DE RINCON DE SOTO;2020;18000;Comunidad Autónoma de La Rioja, 3 TASAS Y OTROS INGRESOS, 32 TASAS DE LA COMUNIDAD AUTONOMA DE LA RIOJA, 324 ACTUACIONES DE CARACTER ECONOMICO;
03;2020-324-03;TASA 4.04 CERTIFICACION Y CONTROL IGP CHORIZO RIOJANO;2020;4000;Comunidad Autónoma de La Rioja, 3 TASAS Y OTROS INGRESOS, 32 TASAS DE LA COMUNIDAD AUTONOMA DE LA RIOJA, 324 ACTUACIONES DE CARACTER ECONOMICO;
04;2020-324-04;TASA 4.05 CERTIFICACION Y CONTROL IGP PIMIENTO RIOJANO;2020;2000;Comunidad Autónoma de La Rioja, 3 TASAS Y OTROS INGRESOS, 32 TASAS DE LA COMUNIDAD AUTONOMA DE LA RIOJA, 324 ACTUACIONES DE CARACTER ECONOMICO;
05;2020-324-05;TASA 4.06 CERTIFICACION Y CONTROL DOP QUESO CAMERANO;2020;2000;Comunidad Autónoma de La Rioja, 3 TASAS Y OTROS INGRESOS, 32 TASAS DE LA COMUNIDAD AUTONOMA DE LA RIOJA, 324 ACTUACIONES DE CARACTER ECONOMICO;
06;2020-324-06;TASA 4.07 CERTIFICACION Y CONTROL IGP COLIFLOR DE CALAHORRA;2020;1000;Comunidad Autónoma de La Rioja, 3 TASAS Y OTROS INGRESOS, 32 TASAS DE LA COMUNIDAD AUTONOMA DE LA RIOJA, 324 ACTUACIONES DE CARACTER ECONOMICO;
07;2020-324-07;TASA 4.08 CERTIFICACION Y CONTROL IGP VALLES DEL SADACIA;2020;500;Comunidad Autónoma de La Rioja, 3 TASAS Y OTROS INGRESOS, 32 TASAS DE LA COMUNIDAD AUTONOMA DE LA RIOJA, 324 ACTUACIONES DE CARACTER ECONOMICO;
08;2020-324-08;TASA 4.09 TRAMITACION EFICIENCIA ENERGETICA EDIFICIOS;2020;70000;Comunidad Autónoma de La Rioja, 3 TASAS Y OTROS INGRESOS, 32 TASAS DE LA COMUNIDAD AUTONOMA DE LA RIOJA, 324 ACTUACIONES DE CARACTER ECONOMICO;
09;2020-324-09;TASA 4.10 LIMPIEZA Y DESINFECCION EMBARCACIONES DE RECREO EN GONZALEZ LACASA;2020;0;Comunidad Autónoma de La Rioja, 3 TASAS Y OTROS INGRESOS, 32 TASAS DE LA COMUNIDAD AUTONOMA DE LA RIOJA, 324 ACTUACIONES DE CARACTER ECONOMICO;
00;2020-329-00;TASA 9.01 PRESTACION DE SERVICIOS DE CARACTER GENERAL;2020;7000;Comunidad Autónoma de La Rioja, 3 TASAS Y OTROS INGRESOS, 32 TASAS DE LA COMUNIDAD AUTONOMA DE LA RIOJA, 329 ACTUACIONES DE CARACTER GENERAL;
01;2020-329-01;TASA 9.02 DIRECCION E INSPECCION DE OBRAS POR CONTRATO;2020;712800;Comunidad Autónoma de La Rioja, 3 TASAS Y OTROS INGRESOS, 32 TASAS DE LA COMUNIDAD AUTONOMA DE LA RIOJA, 329 ACTUACIONES DE CARACTER GENERAL;
03;2020-329-03;TASA 9.04. INSCRIPCION EN PROCESOS DE SELECCION DE PERSONAL;2020;140000;Comunidad Autónoma de La Rioja, 3 TASAS Y OTROS INGRESOS, 32 TASAS DE LA COMUNIDAD AUTONOMA DE LA RIOJA, 329 ACTUACIONES DE CARACTER GENERAL;
00;2020-331-00;TASA 1.15 AUTORIZACIONES;2020;7400;Comunidad Autónoma de La Rioja, 331 SERVICIOS PUBLICOS BASICOS, 3 TASAS Y OTROS INGRESOS, 33 TASAS AFECTADAS EN DECRETOS DE TRANSFERENCIAS;
00;2020-332-00;TASA 2.15 ACREDITACION CENTROS DE FORMACION PARA EL EMPLEO;2020;8000;Comunidad Autónoma de La Rioja, 332 ACTUACIONES DE PROTECCION Y PROMOCION SOCIAL, 3 TASAS Y OTROS INGRESOS, 33 TASAS AFECTADAS EN DECRETOS DE TRANSFERENCIAS;
01;2020-332-01;TASA 2.16 RECONOCIMIENTO DE COMPETENCIAS PROFESIONALES;2020;4200;Comunidad Autónoma de La Rioja, 332 ACTUACIONES DE PROTECCION Y PROMOCION SOCIAL, 3 TASAS Y OTROS INGRESOS, 33 TASAS AFECTADAS EN DECRETOS DE TRANSFERENCIAS;
02;2020-332-02;TASA 2.17 CALIFICACION ACTUACIONES PROTEGIDAS EN MATERIA DE VIVIENDA;2020;1000;Comunidad Autónoma de La Rioja, 332 ACTUACIONES DE PROTECCION Y PROMOCION SOCIAL, 3 TASAS Y OTROS INGRESOS, 33 TASAS AFECTADAS EN DECRETOS DE TRANSFERENCIAS;
03;2020-332-03;TASA 2.18 CEDULAS DE HABITABILIDAD;2020;65000;Comunidad Autónoma de La Rioja, 332 ACTUACIONES DE PROTECCION Y PROMOCION SOCIAL, 3 TASAS Y OTROS INGRESOS, 33 TASAS AFECTADAS EN DECRETOS DE TRANSFERENCIAS;
04;2020-332-04;TASA 2.19 PRESTACION SERVICIOS ADMINISTRATIVOS GENERALES SERVICIO DE URBANISMO;2020;7000;Comunidad Autónoma de La Rioja, 332 ACTUACIONES DE PROTECCION Y PROMOCION SOCIAL, 3 TASAS Y OTROS INGRESOS, 33 TASAS AFECTADAS EN DECRETOS DE TRANSFERENCIAS;
05;2020-332-05;TASA 2.20 TRAMITACION DE PROCEDIMIENTOS URBANISTICOS;2020;10000;Comunidad Autónoma de La Rioja, 332 ACTUACIONES DE PROTECCION Y PROMOCION SOCIAL, 3 TASAS Y OTROS INGRESOS, 33 TASAS AFECTADAS EN DECRETOS DE TRANSFERENCIAS;
06;2020-332-06;TASA 2.21 AUTORIZACIONES URBANISTICAS;2020;10000;Comunidad Autónoma de La Rioja, 332 ACTUACIONES DE PROTECCION Y PROMOCION SOCIAL, 3 TASAS Y OTROS INGRESOS, 33 TASAS AFECTADAS EN DECRETOS DE TRANSFERENCIAS;
07;2020-332-07;TASA 2.22 INSCRIPCION EN REGISTRO DE ENTIDADES URBANISTICAS COLABORADORAS;2020;200;Comunidad Autónoma de La Rioja, 332 ACTUACIONES DE PROTECCION Y PROMOCION SOCIAL, 3 TASAS Y OTROS INGRESOS, 33 TASAS AFECTADAS EN DECRETOS DE TRANSFERENCIAS;
08;2020-332-08;TASA 2.23 EXPEDICION Y HOMOLOGACION TITULOS MONITOR Y DIRECTOR DE TIEMPO LIBRE;2020;1400;Comunidad Autónoma de La Rioja, 332 ACTUACIONES DE PROTECCION Y PROMOCION SOCIAL, 3 TASAS Y OTROS INGRESOS, 33 TASAS AFECTADAS EN DECRETOS DE TRANSFERENCIAS;
