Descripcion;Identificador;Titulo;Año ;Presupuesto Inicial ;Importe gastado;Programa Gasto;Gasto Classification Path;
01;2020-010100-1811-131-01;OTRAS REMUNERACIONES;2020;47922;24858.2;1811 ACTIVIDAD LEGISLATIVA;1 GASTOS DE PERSONAL, 13 LABORALES, 131 LABORAL EVENTUAL, Comunidad Autónoma de La Rioja;
00;2020-010100-1811-141-00;PERSONAL VARIO;2020;200;0;1811 ACTIVIDAD LEGISLATIVA;1 GASTOS DE PERSONAL, 14 OTRO PERSONAL, 141 OTRO PERSONAL, Comunidad Autónoma de La Rioja;
  ;2020-010100-1811-151-  ;GRATIFICACIONES;2020;25000;33747.3;1811 ACTIVIDAD LEGISLATIVA;1 GASTOS DE PERSONAL, 15 INCENTIVOS AL RENDIMIENTO, 151 GRATIFICACIONES, Comunidad Autónoma de La Rioja;
00;2020-010100-1811-160-00;SEGURIDAD SOCIAL;2020;995214;394610.3;1811 ACTIVIDAD LEGISLATIVA;1 GASTOS DE PERSONAL, 16 CUOTAS, PRESTACIONES Y GASTOS SOCIALES A CARGO DEL EMPLEADOR, 160 CUOTAS SOCIALES, Comunidad Autónoma de La Rioja;
01;2020-010100-1811-160-01;MUFACE;2020;100;0;1811 ACTIVIDAD LEGISLATIVA;1 GASTOS DE PERSONAL, 16 CUOTAS, PRESTACIONES Y GASTOS SOCIALES A CARGO DEL EMPLEADOR, 160 CUOTAS SOCIALES, Comunidad Autónoma de La Rioja;
00;2020-010100-1811-162-00;FORMACION Y PERFECCIONAMIENTO DE PERSONAL;2020;5000;0;1811 ACTIVIDAD LEGISLATIVA;1 GASTOS DE PERSONAL, 16 CUOTAS, PRESTACIONES Y GASTOS SOCIALES A CARGO DEL EMPLEADOR, 162 GASTOS SOCIALES DE FUNCIONARIOS Y PERSONAL NO LABORAL, Comunidad Autónoma de La Rioja;
05;2020-010100-1811-162-05;SEGUROS;2020;18500;18442.1;1811 ACTIVIDAD LEGISLATIVA;1 GASTOS DE PERSONAL, 16 CUOTAS, PRESTACIONES Y GASTOS SOCIALES A CARGO DEL EMPLEADOR, 162 GASTOS SOCIALES DE FUNCIONARIOS Y PERSONAL NO LABORAL, Comunidad Autónoma de La Rioja;
09;2020-010100-1811-162-09;OTROS;2020;30000;27659.6;1811 ACTIVIDAD LEGISLATIVA;1 GASTOS DE PERSONAL, 16 CUOTAS, PRESTACIONES Y GASTOS SOCIALES A CARGO DEL EMPLEADOR, 162 GASTOS SOCIALES DE FUNCIONARIOS Y PERSONAL NO LABORAL, Comunidad Autónoma de La Rioja;
  ;2020-010100-1811-164-  ;COMPLEMENTO FAMILIAR;2020;3948;3717.2;1811 ACTIVIDAD LEGISLATIVA;1 GASTOS DE PERSONAL, 16 CUOTAS, PRESTACIONES Y GASTOS SOCIALES A CARGO DEL EMPLEADOR, 164 COMPLEMENTO FAMILIAR, Comunidad Autónoma de La Rioja;
  ;2020-010100-1811-170-  ;IMPREVISTOS Y FUNCIONES NO CLASIFICADAS;2020;106000;25608.8;1811 ACTIVIDAD LEGISLATIVA;1 GASTOS DE PERSONAL, 170 IMPREVISTOS Y FUNCIONES NO CLASIFICADAS, 17 ATENCIONES DIVERSAS, Comunidad Autónoma de La Rioja;
  ;2020-010100-1811-202-  ;EDIFICIOS Y OTRAS CONSTRUCCIONES;2020;8000;7632;1811 ACTIVIDAD LEGISLATIVA;2 GASTOS EN BIENES CORRIENTES Y SERVICIOS, 20 ARRENDAMIENTOS Y CANONES, 202 EDIFICIOS Y OTRAS CONSTRUCCIONES, Comunidad Autónoma de La Rioja;
  ;2020-010100-1811-204-  ;EDIFICIOS Y OTRAS CONSTRUCCIONES;2020;5000;0;1811 ACTIVIDAD LEGISLATIVA;2 GASTOS EN BIENES CORRIENTES Y SERVICIOS, 20 ARRENDAMIENTOS Y CANONES, 204 MATERIAL DE TRANSPORTE, Comunidad Autónoma de La Rioja;
00;2020-010100-1811-212-00;INMOVILIZADO PROPIO;2020;18000;5611.8;1811 ACTIVIDAD LEGISLATIVA;2 GASTOS EN BIENES CORRIENTES Y SERVICIOS, 21 REPARACIONES, MANTENIMIENTO Y CONSERVACION, 212 EDIFICIOS Y OTRAS CONSTRUCCIONES, Comunidad Autónoma de La Rioja;
00;2020-010100-1811-213-00;INMOVILIZADO PROPIO;2020;30000;25271.2;1811 ACTIVIDAD LEGISLATIVA;2 GASTOS EN BIENES CORRIENTES Y SERVICIOS, 21 REPARACIONES, MANTENIMIENTO Y CONSERVACION, 213 MAQUINARIA, INSTALACION Y UTILLAJE, Comunidad Autónoma de La Rioja;
00;2020-010100-1811-214-00;INMOVILIZADO PROPIO;2020;7000;466.3;1811 ACTIVIDAD LEGISLATIVA;2 GASTOS EN BIENES CORRIENTES Y SERVICIOS, 21 REPARACIONES, MANTENIMIENTO Y CONSERVACION, 214 ELEMENTOS DE TRANSPORTE, Comunidad Autónoma de La Rioja;
00;2020-010100-1811-215-00;INMOVILIZADO PROPIO;2020;10000;268.5;1811 ACTIVIDAD LEGISLATIVA;2 GASTOS EN BIENES CORRIENTES Y SERVICIOS, 21 REPARACIONES, MANTENIMIENTO Y CONSERVACION, 215 MOBILIARIO Y ENSERES, Comunidad Autónoma de La Rioja;
01;2020-010100-1811-215-01;CONSERVACION PATRIMONIO;2020;10000;0;1811 ACTIVIDAD LEGISLATIVA;2 GASTOS EN BIENES CORRIENTES Y SERVICIOS, 21 REPARACIONES, MANTENIMIENTO Y CONSERVACION, 215 MOBILIARIO Y ENSERES, Comunidad Autónoma de La Rioja;
00;2020-010100-1811-216-00;INMOVILIZADO PROPIO;2020;55000;44186.4;1811 ACTIVIDAD LEGISLATIVA;2 GASTOS EN BIENES CORRIENTES Y SERVICIOS, 21 REPARACIONES, MANTENIMIENTO Y CONSERVACION, 216 EQUIPOS PARA PROCESO DE INFORMACION, Comunidad Autónoma de La Rioja;
00;2020-010100-1811-220-00;ORDINARIO NO INVENTARIABLE;2020;12000;6896.4;1811 ACTIVIDAD LEGISLATIVA;2 GASTOS EN BIENES CORRIENTES Y SERVICIOS, 22 MATERIAL, SUMINISTROS Y OTROS, 220 MATERIAL DE OFICINA, Comunidad Autónoma de La Rioja;
01;2020-010100-1811-220-01;PRENSA, REVISTAS, LIBROS Y OTRAS PUBLICACIONES;2020;4500;2233.1;1811 ACTIVIDAD LEGISLATIVA;2 GASTOS EN BIENES CORRIENTES Y SERVICIOS, 22 MATERIAL, SUMINISTROS Y OTROS, 220 MATERIAL DE OFICINA, Comunidad Autónoma de La Rioja;
02;2020-010100-1811-220-02;MATERIAL INFORMATICO NO INVENTARIABLE;2020;5000;1184.7;1811 ACTIVIDAD LEGISLATIVA;2 GASTOS EN BIENES CORRIENTES Y SERVICIOS, 22 MATERIAL, SUMINISTROS Y OTROS, 220 MATERIAL DE OFICINA, Comunidad Autónoma de La Rioja;
03;2020-010100-1811-220-03;PAPEL Y CONSUMIBLES FOTOCOPIADORAS Y FAX;2020;6000;3965.8;1811 ACTIVIDAD LEGISLATIVA;2 GASTOS EN BIENES CORRIENTES Y SERVICIOS, 22 MATERIAL, SUMINISTROS Y OTROS, 220 MATERIAL DE OFICINA, Comunidad Autónoma de La Rioja;
00;2020-010100-1811-221-00;ENERGIA ELECTRICA;2020;35000;28942.4;1811 ACTIVIDAD LEGISLATIVA;2 GASTOS EN BIENES CORRIENTES Y SERVICIOS, 22 MATERIAL, SUMINISTROS Y OTROS, 221 SUMINISTROS, Comunidad Autónoma de La Rioja;
01;2020-010100-1811-221-01;AGUA;2020;500;0;1811 ACTIVIDAD LEGISLATIVA;2 GASTOS EN BIENES CORRIENTES Y SERVICIOS, 22 MATERIAL, SUMINISTROS Y OTROS, 221 SUMINISTROS, Comunidad Autónoma de La Rioja;
03;2020-010100-1811-221-03;COMBUSTIBLES Y CARBURANTES;2020;15000;11730.7;1811 ACTIVIDAD LEGISLATIVA;2 GASTOS EN BIENES CORRIENTES Y SERVICIOS, 22 MATERIAL, SUMINISTROS Y OTROS, 221 SUMINISTROS, Comunidad Autónoma de La Rioja;
04;2020-010100-1811-221-04;VESTUARIO;2020;16500;3113.5;1811 ACTIVIDAD LEGISLATIVA;2 GASTOS EN BIENES CORRIENTES Y SERVICIOS, 22 MATERIAL, SUMINISTROS Y OTROS, 221 SUMINISTROS, Comunidad Autónoma de La Rioja;
06;2020-010100-1811-221-06;PRODUCTOS FARMACEUTICOS;2020;120;0;1811 ACTIVIDAD LEGISLATIVA;2 GASTOS EN BIENES CORRIENTES Y SERVICIOS, 22 MATERIAL, SUMINISTROS Y OTROS, 221 SUMINISTROS, Comunidad Autónoma de La Rioja;
07;2020-010100-1811-221-07;MATERIALES ESPECIALES;2020;1000;6595.4;1811 ACTIVIDAD LEGISLATIVA;2 GASTOS EN BIENES CORRIENTES Y SERVICIOS, 22 MATERIAL, SUMINISTROS Y OTROS, 221 SUMINISTROS, Comunidad Autónoma de La Rioja;
08;2020-010100-1811-221-08;CONSUMIBLES EQUIPOS AUDIO Y VÍDEO;2020;350;0;1811 ACTIVIDAD LEGISLATIVA;2 GASTOS EN BIENES CORRIENTES Y SERVICIOS, 22 MATERIAL, SUMINISTROS Y OTROS, 221 SUMINISTROS, Comunidad Autónoma de La Rioja;
99;2020-010100-1811-221-99;OTROS SUMINISTROS;2020;5000;4556.4;1811 ACTIVIDAD LEGISLATIVA;2 GASTOS EN BIENES CORRIENTES Y SERVICIOS, 22 MATERIAL, SUMINISTROS Y OTROS, 221 SUMINISTROS, Comunidad Autónoma de La Rioja;
00;2020-010100-1811-222-00;TELEFONICAS;2020;62500;54816.9;1811 ACTIVIDAD LEGISLATIVA;2 GASTOS EN BIENES CORRIENTES Y SERVICIOS, 22 MATERIAL, SUMINISTROS Y OTROS, 222 COMUNICACIONES, Comunidad Autónoma de La Rioja;
01;2020-010100-1811-222-01;POSTALES;2020;3000;1520.3;1811 ACTIVIDAD LEGISLATIVA;2 GASTOS EN BIENES CORRIENTES Y SERVICIOS, 22 MATERIAL, SUMINISTROS Y OTROS, 222 COMUNICACIONES, Comunidad Autónoma de La Rioja;
02;2020-010100-1811-222-02;TELEGRAFICAS;2020;100;0;1811 ACTIVIDAD LEGISLATIVA;2 GASTOS EN BIENES CORRIENTES Y SERVICIOS, 22 MATERIAL, SUMINISTROS Y OTROS, 222 COMUNICACIONES, Comunidad Autónoma de La Rioja;
04;2020-010100-1811-222-04;INFORMATICAS;2020;1500;730.1;1811 ACTIVIDAD LEGISLATIVA;2 GASTOS EN BIENES CORRIENTES Y SERVICIOS, 22 MATERIAL, SUMINISTROS Y OTROS, 222 COMUNICACIONES, Comunidad Autónoma de La Rioja;
99;2020-010100-1811-222-99;OTRAS;2020;27000;25053.8;1811 ACTIVIDAD LEGISLATIVA;2 GASTOS EN BIENES CORRIENTES Y SERVICIOS, 22 MATERIAL, SUMINISTROS Y OTROS, 222 COMUNICACIONES, Comunidad Autónoma de La Rioja;
  ;2020-010100-1811-223-  ;TRANSPORTES;2020;1500;665.5;1811 ACTIVIDAD LEGISLATIVA;2 GASTOS EN BIENES CORRIENTES Y SERVICIOS, 22 MATERIAL, SUMINISTROS Y OTROS, 223 TRANSPORTES, Comunidad Autónoma de La Rioja;
00;2020-010100-1811-224-00;EDIFICIOS Y LOCALES;2020;10000;9931.4;1811 ACTIVIDAD LEGISLATIVA;2 GASTOS EN BIENES CORRIENTES Y SERVICIOS, 22 MATERIAL, SUMINISTROS Y OTROS, 224 PRIMAS DE SEGUROS, Comunidad Autónoma de La Rioja;
01;2020-010100-1811-224-01;DE VEHICULOS;2020;3000;2592.4;1811 ACTIVIDAD LEGISLATIVA;2 GASTOS EN BIENES CORRIENTES Y SERVICIOS, 22 MATERIAL, SUMINISTROS Y OTROS, 224 PRIMAS DE SEGUROS, Comunidad Autónoma de La Rioja;
02;2020-010100-1811-224-02;DE OTRO INMOVILIZADO;2020;500;0;1811 ACTIVIDAD LEGISLATIVA;2 GASTOS EN BIENES CORRIENTES Y SERVICIOS, 22 MATERIAL, SUMINISTROS Y OTROS, 224 PRIMAS DE SEGUROS, Comunidad Autónoma de La Rioja;
99;2020-010100-1811-224-99;OTROS RIESGOS;2020;1000;0;1811 ACTIVIDAD LEGISLATIVA;2 GASTOS EN BIENES CORRIENTES Y SERVICIOS, 22 MATERIAL, SUMINISTROS Y OTROS, 224 PRIMAS DE SEGUROS, Comunidad Autónoma de La Rioja;
00;2020-010100-1811-225-00;LOCALES;2020;1500;675;1811 ACTIVIDAD LEGISLATIVA;2 GASTOS EN BIENES CORRIENTES Y SERVICIOS, 22 MATERIAL, SUMINISTROS Y OTROS, 225 TRIBUTOS, Comunidad Autónoma de La Rioja;
01;2020-010100-1811-226-01;ATENCIONES PROTOCOLARIAS Y REPRESENTATIVAS;2020;20000;4879.8;1811 ACTIVIDAD LEGISLATIVA;2 GASTOS EN BIENES CORRIENTES Y SERVICIOS, 22 MATERIAL, SUMINISTROS Y OTROS, 226 GASTOS DIVERSOS, Comunidad Autónoma de La Rioja;
02;2020-010100-1811-226-02;PUBLICIDAD Y PROPAGANDA;2020;21000;22461.1;1811 ACTIVIDAD LEGISLATIVA;2 GASTOS EN BIENES CORRIENTES Y SERVICIOS, 22 MATERIAL, SUMINISTROS Y OTROS, 226 GASTOS DIVERSOS, Comunidad Autónoma de La Rioja;
03;2020-010100-1811-226-03;JURIDICOS, CONTENCIOSOS;2020;1500;356.9;1811 ACTIVIDAD LEGISLATIVA;2 GASTOS EN BIENES CORRIENTES Y SERVICIOS, 22 MATERIAL, SUMINISTROS Y OTROS, 226 GASTOS DIVERSOS, Comunidad Autónoma de La Rioja;
06;2020-010100-1811-226-06;REUNIONES Y CONFERENCIAS;2020;5000;0;1811 ACTIVIDAD LEGISLATIVA;2 GASTOS EN BIENES CORRIENTES Y SERVICIOS, 22 MATERIAL, SUMINISTROS Y OTROS, 226 GASTOS DIVERSOS, Comunidad Autónoma de La Rioja;
07;2020-010100-1811-226-07;CERTAMENES Y EXPOSICIONES;2020;50000;11743.3;1811 ACTIVIDAD LEGISLATIVA;2 GASTOS EN BIENES CORRIENTES Y SERVICIOS, 22 MATERIAL, SUMINISTROS Y OTROS, 226 GASTOS DIVERSOS, Comunidad Autónoma de La Rioja;
08;2020-010100-1811-226-08;GASTOS CELEBRACIÓN ACTOS INSTITUCIONALES;2020;20000;1308.6;1811 ACTIVIDAD LEGISLATIVA;2 GASTOS EN BIENES CORRIENTES Y SERVICIOS, 22 MATERIAL, SUMINISTROS Y OTROS, 226 GASTOS DIVERSOS, Comunidad Autónoma de La Rioja;
99;2020-010100-1811-226-99;OTROS;2020;8000;753.3;1811 ACTIVIDAD LEGISLATIVA;2 GASTOS EN BIENES CORRIENTES Y SERVICIOS, 22 MATERIAL, SUMINISTROS Y OTROS, 226 GASTOS DIVERSOS, Comunidad Autónoma de La Rioja;
00;2020-010100-1811-227-00;LIMPIEZA Y ASEO;2020;40000;41403.1;1811 ACTIVIDAD LEGISLATIVA;2 GASTOS EN BIENES CORRIENTES Y SERVICIOS, 22 MATERIAL, SUMINISTROS Y OTROS, 227 TRABAJOS REALIZADOS POR OTRAS EMPRESAS, Comunidad Autónoma de La Rioja;
01;2020-010100-1811-227-01;SEGURIDAD;2020;75000;97118.4;1811 ACTIVIDAD LEGISLATIVA;2 GASTOS EN BIENES CORRIENTES Y SERVICIOS, 22 MATERIAL, SUMINISTROS Y OTROS, 227 TRABAJOS REALIZADOS POR OTRAS EMPRESAS, Comunidad Autónoma de La Rioja;
02;2020-010100-1811-227-02;VALORACIONES Y PERITAJES;2020;30;0;1811 ACTIVIDAD LEGISLATIVA;2 GASTOS EN BIENES CORRIENTES Y SERVICIOS, 22 MATERIAL, SUMINISTROS Y OTROS, 227 TRABAJOS REALIZADOS POR OTRAS EMPRESAS, Comunidad Autónoma de La Rioja;
04;2020-010100-1811-227-04;CUSTODIA, DEPOSITOS Y ALMACENAJE;2020;2000;6072.3;1811 ACTIVIDAD LEGISLATIVA;2 GASTOS EN BIENES CORRIENTES Y SERVICIOS, 22 MATERIAL, SUMINISTROS Y OTROS, 227 TRABAJOS REALIZADOS POR OTRAS EMPRESAS, Comunidad Autónoma de La Rioja;
05;2020-010100-1811-227-05;PROCESOS ELECTORALES;2020;2000;0;1811 ACTIVIDAD LEGISLATIVA;2 GASTOS EN BIENES CORRIENTES Y SERVICIOS, 22 MATERIAL, SUMINISTROS Y OTROS, 227 TRABAJOS REALIZADOS POR OTRAS EMPRESAS, Comunidad Autónoma de La Rioja;
06;2020-010100-1811-227-06;ESTUDIOS Y TRABAJOS TECNICOS;2020;20000;49234.9;1811 ACTIVIDAD LEGISLATIVA;2 GASTOS EN BIENES CORRIENTES Y SERVICIOS, 22 MATERIAL, SUMINISTROS Y OTROS, 227 TRABAJOS REALIZADOS POR OTRAS EMPRESAS, Comunidad Autónoma de La Rioja;
07;2020-010100-1811-227-07;SERVICIOS DE CARACTER INFORMATICO;2020;18000;11192.5;1811 ACTIVIDAD LEGISLATIVA;2 GASTOS EN BIENES CORRIENTES Y SERVICIOS, 22 MATERIAL, SUMINISTROS Y OTROS, 227 TRABAJOS REALIZADOS POR OTRAS EMPRESAS, Comunidad Autónoma de La Rioja;
08;2020-010100-1811-227-08;SERVICIOS DE IMPRESION;2020;15000;10317.3;1811 ACTIVIDAD LEGISLATIVA;2 GASTOS EN BIENES CORRIENTES Y SERVICIOS, 22 MATERIAL, SUMINISTROS Y OTROS, 227 TRABAJOS REALIZADOS POR OTRAS EMPRESAS, Comunidad Autónoma de La Rioja;
09;2020-010100-1811-227-09;SERVICIOS DE ESTACIONAMIENTO DE VEHICULOS;2020;16000;9138.9;1811 ACTIVIDAD LEGISLATIVA;2 GASTOS EN BIENES CORRIENTES Y SERVICIOS, 22 MATERIAL, SUMINISTROS Y OTROS, 227 TRABAJOS REALIZADOS POR OTRAS EMPRESAS, Comunidad Autónoma de La Rioja;
11;2020-010100-1811-227-11;SERVICIO DE AUDIO-VÍDEO;2020;40000;49593.1;1811 ACTIVIDAD LEGISLATIVA;2 GASTOS EN BIENES CORRIENTES Y SERVICIOS, 22 MATERIAL, SUMINISTROS Y OTROS, 227 TRABAJOS REALIZADOS POR OTRAS EMPRESAS, Comunidad Autónoma de La Rioja;
99;2020-010100-1811-227-99;OTROS;2020;15000;7050.2;1811 ACTIVIDAD LEGISLATIVA;2 GASTOS EN BIENES CORRIENTES Y SERVICIOS, 22 MATERIAL, SUMINISTROS Y OTROS, 227 TRABAJOS REALIZADOS POR OTRAS EMPRESAS, Comunidad Autónoma de La Rioja;
00;2020-010100-1811-230-00;DIETAS DIPUTADOS;2020;15000;236.7;1811 ACTIVIDAD LEGISLATIVA;2 GASTOS EN BIENES CORRIENTES Y SERVICIOS, 23 INDEMNIZACION POR RAZON DEL SERVICIO, 230 DIETAS, Comunidad Autónoma de La Rioja;
01;2020-010100-1811-230-01;DIETAS DEL PERSONAL;2020;1500;5.7;1811 ACTIVIDAD LEGISLATIVA;2 GASTOS EN BIENES CORRIENTES Y SERVICIOS, 23 INDEMNIZACION POR RAZON DEL SERVICIO, 230 DIETAS, Comunidad Autónoma de La Rioja;
00;2020-010100-1811-231-00;GASTOS VIAJE DIPUTADOS;2020;30000;17438.5;1811 ACTIVIDAD LEGISLATIVA;2 GASTOS EN BIENES CORRIENTES Y SERVICIOS, 23 INDEMNIZACION POR RAZON DEL SERVICIO, 231 LOCOMOCION, Comunidad Autónoma de La Rioja;
01;2020-010100-1811-231-01;GASTOS VIAJE DEL PERSONAL;2020;1000;0;1811 ACTIVIDAD LEGISLATIVA;2 GASTOS EN BIENES CORRIENTES Y SERVICIOS, 23 INDEMNIZACION POR RAZON DEL SERVICIO, 231 LOCOMOCION, Comunidad Autónoma de La Rioja;
00;2020-010100-1811-233-00;OTRAS INDEMNIZACIONES DIPUTADOS;2020;300981;308924.6;1811 ACTIVIDAD LEGISLATIVA;2 GASTOS EN BIENES CORRIENTES Y SERVICIOS, 23 INDEMNIZACION POR RAZON DEL SERVICIO, 233 OTRAS INDEMNIZACIONES., Comunidad Autónoma de La Rioja;
01;2020-010100-1811-233-01;OTRAS INDEMNIZACIONES DEL PERSONAL;2020;2500;0;1811 ACTIVIDAD LEGISLATIVA;2 GASTOS EN BIENES CORRIENTES Y SERVICIOS, 23 INDEMNIZACION POR RAZON DEL SERVICIO, 233 OTRAS INDEMNIZACIONES., Comunidad Autónoma de La Rioja;
02;2020-010100-1811-233-02;OTRAS INDEMNIZACIONES A TERCEROS;2020;5000;169;1811 ACTIVIDAD LEGISLATIVA;2 GASTOS EN BIENES CORRIENTES Y SERVICIOS, 23 INDEMNIZACION POR RAZON DEL SERVICIO, 233 OTRAS INDEMNIZACIONES., Comunidad Autónoma de La Rioja;
  ;2020-010100-1811-349-  ;OTROS GASTOS FINANCIEROS;2020;500;303.1;1811 ACTIVIDAD LEGISLATIVA;3 GASTOS FINANCIEROS, 34 DE DEPOSITOS, FIANZAS Y OTROS, 349 OTROS GASTOS FINANCIEROS, Comunidad Autónoma de La Rioja;
  ;2020-010100-1811-401-  ;A ORGANISMOS AUTÓNOMOS DE LA COMUNIDAD AUTÓNOMA DE LA RIOJA;2020;2500;0;1811 ACTIVIDAD LEGISLATIVA;4 TRANSFERENCIAS CORRIENTES, 40 A LA ADMINISTRACION GENERAL DE LA COMUNIDAD AUTONOMA DE LA RIOJA, 401 X, Comunidad Autónoma de La Rioja;
00;2020-010100-1811-449-00;CONVENIO CON LA UNIVERSIDAD DE LA RIOJA;2020;52000;14177.6;1811 ACTIVIDAD LEGISLATIVA;4 TRANSFERENCIAS CORRIENTES, 44 AL RESTO DEL SECTOR PUBLICO DE LA C.A.R., 449 UNIVERSIDADES CAR, Comunidad Autónoma de La Rioja;
  ;2020-010100-1811-480-  ;ASIGNACIÓN GRUPOS PARLAMENTARIOS DEL PARLAMENTO;2020;1137824;2343190.8;1811 ACTIVIDAD LEGISLATIVA;4 TRANSFERENCIAS CORRIENTES, 480 X, 48 A FAMILIAS E INSTITUCIONES SIN FINES DE LUCRO, Comunidad Autónoma de La Rioja;
  ;2020-010100-1811-481-  ;PARA CONVENIOS Y AYUDAS;2020;20000;3503.8;1811 ACTIVIDAD LEGISLATIVA;4 TRANSFERENCIAS CORRIENTES, 48 A FAMILIAS E INSTITUCIONES SIN FINES DE LUCRO, 481 X, Comunidad Autónoma de La Rioja;
00;2020-010100-1811-623-00;ADQUISICION;2020;15000;8863.2;1811 ACTIVIDAD LEGISLATIVA;62 INVERSION NUEVA ASOCIADA AL FUNCIONAMIENTO OPERATIVO DE LOS SERVICIOS, 623 MAQUINARIA, INSTALACIONES Y UTILLAJE, 6 INVERSIONES REALES, Comunidad Autónoma de La Rioja;
00;2020-010100-1811-625-00;ADQUISICION;2020;20000;7104.3;1811 ACTIVIDAD LEGISLATIVA;62 INVERSION NUEVA ASOCIADA AL FUNCIONAMIENTO OPERATIVO DE LOS SERVICIOS, 625 MOBILIARIO Y ENSERES, 6 INVERSIONES REALES, Comunidad Autónoma de La Rioja;
00;2020-010100-1811-626-00;ADQUISICION;2020;24000;20438.5;1811 ACTIVIDAD LEGISLATIVA;62 INVERSION NUEVA ASOCIADA AL FUNCIONAMIENTO OPERATIVO DE LOS SERVICIOS, 626 EQUIPOS PARA PROCESOS DE INFORMACION, 6 INVERSIONES REALES, Comunidad Autónoma de La Rioja;
04;2020-010100-1811-626-04;ADQUISICIÓN EQUIPOS DE AUDIO Y VIDEO;2020;40000;21784.3;1811 ACTIVIDAD LEGISLATIVA;62 INVERSION NUEVA ASOCIADA AL FUNCIONAMIENTO OPERATIVO DE LOS SERVICIOS, 626 EQUIPOS PARA PROCESOS DE INFORMACION, 6 INVERSIONES REALES, Comunidad Autónoma de La Rioja;
