EJERCICIO;ID_CAPITULO;DESC_CAPITULO;ID_ARTICULO;DESC_ARTICULO;ID_CONCEPTO;DESC_CONCEPTO;ID_SUBCONCEPTO;DESC_SUBCONCEPTO;PPTO_INICIAL;MODIFICACION;PPTO_DEFINITIVO;DERECHOS_RECONOCIDOS_NETOS;RECAUDACION_NETA
2024;2;Impuestos Indirectos;2-2;Cánones;2-2-0;Canon De Saneamiento Y Depuración;2-2-0-00;Canon De Saneamiento Y Depuración; 14000000,0; 0,0; 14000000,0; 3813649,33; 2221527,2
2024;2;Impuestos Indirectos;2-3;Sobre El Valor Añadido;2-3-0;Impuesto Sobre El Valor Añadido;2-3-0-01;Sobre Operaciones Interiores; 347074810,0; 0,0; 347074810,0; 146447415,0; 146447415,0
2024;2;Impuestos Indirectos;2-4;Sobre Consumos Específicos;2-4-0;Impuestos Especiales;2-4-0-00;Impuesto Sobre El Alcohol Y Bebidas Derivadas; 3244400,0; 0,0; 3244400,0; 1961970,0; 1961970,0
2024;2;Impuestos Indirectos;2-4;Sobre Consumos Específicos;2-4-0;Impuestos Especiales;2-4-0-01;Impuesto Sobre Productos Intermedios; 80580,0; 0,0; 80580,0; 55374,96; 55374,96
2024;2;Impuestos Indirectos;2-4;Sobre Consumos Específicos;2-4-0;Impuestos Especiales;2-4-0-02;Impuesto Sobre La Cerveza; 1260210,0; 0,0; 1260210,0; 731250,0; 731250,0
2024;2;Impuestos Indirectos;2-4;Sobre Consumos Específicos;2-4-0;Impuestos Especiales;2-4-0-03;Impuesto Sobre Las Labores Del Tabaco; 27280060,0; 0,0; 27280060,0; 13518994,98; 13518994,98
2024;2;Impuestos Indirectos;2-4;Sobre Consumos Específicos;2-4-0;Impuestos Especiales;2-4-0-04;Impuesto Sobre Hidrocarburos; 60323550,0; 0,0; 60323550,0; 30112689,96; 30112689,96
2024;2;Impuestos Indirectos;2-4;Sobre Consumos Específicos;2-4-0;Impuestos Especiales;2-4-0-05;Impuesto Sobre La Electricidad; 8108370,0; 0,0; 8108370,0; 4587744,96; 4587744,96
2024;2;Impuestos Indirectos;2-8;Otros Impuestos Indirectos;2-8-0;Sobre Determinados Medios De Transporte;2-8-0-00;Sobre Determinados Medios De Transporte; 3470748,0; 0,0; 3470748,0; 1918092,53; 1918092,53
2024;2;Impuestos Indirectos;2-8;Otros Impuestos Indirectos;2-8-2;Impuestos Medioambientales;2-8-2-02;Impuesto Sobre El Impacto Visual Elementos Suministro Energía Eléctrica; 2647500,0; 0,0; 2647500,0; 630714,0; 630714,0
2024;2;Impuestos Indirectos;2-8;Otros Impuestos Indirectos;2-8-3;Impuestos Economía Circular;2-8-3-01;Depósitos Residuos; 3250000,0; 0,0; 3250000,0; 1445937,9; 1445937,9
2024;3;Tasas Y Otros Ingresos;3-0;Venta De Bienes;3-0-0;Venta De Publicaciones Propias;3-0-0-02;Venta De Publicaciones Del Instituto De Estudios Riojanos; 30000,0; 0,0; 30000,0; 17410,63; 17410,63
2024;3;Tasas Y Otros Ingresos;3-0;Venta De Bienes;3-0-0;Venta De Publicaciones Propias;3-0-0-99;Venta De Otras Publicaciones; 500,0; 0,0; 500,0; 55,46; 55,46
2024;3;Tasas Y Otros Ingresos;3-0;Venta De Bienes;3-0-4;Venta De Productos Agropecuarios;3-0-4-00;Venta De Plantas Y Semillas De Viveros; 100000,0; 0,0; 100000,0; 16766,78; 16766,78
2024;3;Tasas Y Otros Ingresos;3-0;Venta De Bienes;3-0-4;Venta De Productos Agropecuarios;3-0-4-01;Explotaciones Agrarias; 70000,0; 0,0; 70000,0; 28397,77; 28397,77
2024;3;Tasas Y Otros Ingresos;3-0;Venta De Bienes;3-0-9;Venta De Otros Bienes;3-0-9-08;Venta De Objetos Publicitarios; 500,0; 0,0; 500,0; 732,06; 732,06
2024;3;Tasas Y Otros Ingresos;3-0;Venta De Bienes;3-0-9;Venta De Otros Bienes;3-0-9-09;Venta De Chatarra; 6500,0; 0,0; 6500,0; 0,0; 0,0
2024;3;Tasas Y Otros Ingresos;3-1;Prestación De Servicios;3-1-2;Actuaciones De Protección Y Promoción Social;3-1-2-00;Residencia De Personas Mayores De Calahorra; 996000,0; 0,0; 996000,0; 450764,47; 450764,47
2024;3;Tasas Y Otros Ingresos;3-1;Prestación De Servicios;3-1-2;Actuaciones De Protección Y Promoción Social;3-1-2-01;Residencia De Personas Mayores De Lardero; 874783,0; 0,0; 874783,0; 665028,66; 411669,19
2024;3;Tasas Y Otros Ingresos;3-1;Prestación De Servicios;3-1-2;Actuaciones De Protección Y Promoción Social;3-1-2-02;Hogares De Tercera Edad; 0,0; 0,0; 0,0; 187426,25; 187426,25
2024;3;Tasas Y Otros Ingresos;3-1;Prestación De Servicios;3-1-2;Actuaciones De Protección Y Promoción Social;3-1-2-03;Estancias Residencia Santa Lucía De Fuenmayor; 939000,0; 0,0; 939000,0; 385958,54; 385958,54
2024;3;Tasas Y Otros Ingresos;3-1;Prestación De Servicios;3-1-2;Actuaciones De Protección Y Promoción Social;3-1-2-04;Centros Concertados Ancianos, Discapacitados Y Otros; 0,0; 0,0; 0,0; 346354,47; 239608,72
2024;3;Tasas Y Otros Ingresos;3-1;Prestación De Servicios;3-1-2;Actuaciones De Protección Y Promoción Social;3-1-2-05;Centros De Día Servicios De Personas Mayores; 1608434,0; 0,0; 1608434,0; 558858,14; 558046,1
2024;3;Tasas Y Otros Ingresos;3-1;Prestación De Servicios;3-1-2;Actuaciones De Protección Y Promoción Social;3-1-2-07;Plazas Concertadas Personas Con Discapacidad; 1700000,0; 0,0; 1700000,0; 0,0; 0,0
2024;3;Tasas Y Otros Ingresos;3-1;Prestación De Servicios;3-1-2;Actuaciones De Protección Y Promoción Social;3-1-2-08;Campamentos E Intercambios; 43000,0; 0,0; 43000,0; 54996,89; 54996,89
2024;3;Tasas Y Otros Ingresos;3-1;Prestación De Servicios;3-1-2;Actuaciones De Protección Y Promoción Social;3-1-2-09;Centros De Información Juveniles; 500,0; 0,0; 500,0; 164,0; 164,0
2024;3;Tasas Y Otros Ingresos;3-1;Prestación De Servicios;3-1-3;Producción De Bienes Públicos De Carácter Preferente;3-1-3-00;Centro Asistencial Albelda De Iregua; 615000,0; 0,0; 615000,0; 283883,15; 283883,15
2024;3;Tasas Y Otros Ingresos;3-1;Prestación De Servicios;3-1-3;Producción De Bienes Públicos De Carácter Preferente;3-1-3-01;Escuelas Infantiles De Primer Ciclo; 24050,0; 0,0; 24050,0; 8985,25; 8985,25
2024;3;Tasas Y Otros Ingresos;3-1;Prestación De Servicios;3-1-3;Producción De Bienes Públicos De Carácter Preferente;3-1-3-02;Servicios Docentes Escuela Superior De Diseño De La Rioja; 500000,0; 0,0; 500000,0; 36325,27; 36325,27
2024;3;Tasas Y Otros Ingresos;3-1;Prestación De Servicios;3-1-3;Producción De Bienes Públicos De Carácter Preferente;3-1-3-04;Venta De Entradas Filmoteca Rafael Azcona; 18000,0; 0,0; 18000,0; 10997,0; 10997,0
2024;3;Tasas Y Otros Ingresos;3-1;Prestación De Servicios;3-1-3;Producción De Bienes Públicos De Carácter Preferente;3-1-3-07;Instalaciones Deportivas; 28000,0; 0,0; 28000,0; 15780,4; 15780,4
2024;3;Tasas Y Otros Ingresos;3-1;Prestación De Servicios;3-1-3;Producción De Bienes Públicos De Carácter Preferente;3-1-3-08;Juegos Deportivos De La Rioja; 167000,0; 0,0; 167000,0; 13976,0; 13976,0
2024;3;Tasas Y Otros Ingresos;3-1;Prestación De Servicios;3-1-4;Actuaciones De Carácter Económico;3-1-4-00;Servicios Analíticos Laborario Regional; 140000,0; 0,0; 140000,0; 26257,12; 26257,12
2024;3;Tasas Y Otros Ingresos;3-1;Prestación De Servicios;3-1-4;Actuaciones De Carácter Económico;3-1-4-02;Servicios Analíticos Estación Enológica De Haro; 700000,0; 0,0; 700000,0; 173949,77; 173949,77
2024;3;Tasas Y Otros Ingresos;3-1;Prestación De Servicios;3-1-4;Actuaciones De Carácter Económico;3-1-4-05;Emisión De Tarjetas De Tacógrafo Digital; 60000,0; 0,0; 60000,0; 0,0; 0,0
2024;3;Tasas Y Otros Ingresos;3-1;Prestación De Servicios;3-1-4;Actuaciones De Carácter Económico;3-1-4-06;Venta De Carnet De Transporte Estudiantes; 3000,0; 0,0; 3000,0; 0,0; 0,0
2024;3;Tasas Y Otros Ingresos;3-1;Prestación De Servicios;3-1-9;Actuaciones De Carácter General;3-1-9-00;Derechos Matrícula Cursos Y Seminarios; 100000,0; 0,0; 100000,0; 0,0; 0,0
2024;3;Tasas Y Otros Ingresos;3-1;Prestación De Servicios;3-1-9;Actuaciones De Carácter General;3-1-9-01;Recinto Ferial Albelda De Iregua; 10000,0; 0,0; 10000,0; 0,0; 0,0
2024;3;Tasas Y Otros Ingresos;3-1;Prestación De Servicios;3-1-9;Actuaciones De Carácter General;3-1-9-06;Servicio Pericial Ins Medicina Legal Reclamaciones Circulación Vehículos A Motor; 3000,0; 0,0; 3000,0; 1548,8; 1548,8
2024;3;Tasas Y Otros Ingresos;3-1;Prestación De Servicios;3-1-9;Actuaciones De Carácter General;3-1-9-99;Otros; 1430,0; 0,0; 1430,0; 2689,85; 2689,85
2024;3;Tasas Y Otros Ingresos;3-2;Tasas De La Comunidad Autónoma De La Rioja;3-2-1;Servicios Públicos Básicos;3-2-1-01;Tasa 1.02. Inscripciói Y Expedición Certificados Registro Parejas De Hecho; 5000,0; 0,0; 5000,0; 2391,26; 2391,26
2024;3;Tasas Y Otros Ingresos;3-2;Tasas De La Comunidad Autónoma De La Rioja;3-2-1;Servicios Públicos Básicos;3-2-1-03;Tasa 1.04 Utilización Centros Telecomunicaciones Por Prestadores Serv. Com. Aud.; 160350,0; 0,0; 160350,0; 42888,41; 42888,41
2024;3;Tasas Y Otros Ingresos;3-2;Tasas De La Comunidad Autónoma De La Rioja;3-2-3;Producción De Bienes Públicos De Carácter Preferente;3-2-3-00;Tasa 3.01 Inscripción Pruebas Libres Obtención Título Bachiller Mayores 20 Años; 400,0; 0,0; 400,0; 0,0; 0,0
2024;3;Tasas Y Otros Ingresos;3-2;Tasas De La Comunidad Autónoma De La Rioja;3-2-3;Producción De Bienes Públicos De Carácter Preferente;3-2-3-01;Tasa 3.02 Inscripción Pruebas Acceso Ciclos Formativos Grado Medio Y Superior; 3000,0; 0,0; 3000,0; 4030,0; 4030,0
2024;3;Tasas Y Otros Ingresos;3-2;Tasas De La Comunidad Autónoma De La Rioja;3-2-3;Producción De Bienes Públicos De Carácter Preferente;3-2-3-02;Tasa 3.03 Inscripción Pruebas Acceso Formación Cert. Prof. Nivel 2 Y 3; 1000,0; 0,0; 1000,0; 175,0; 175,0
2024;3;Tasas Y Otros Ingresos;3-2;Tasas De La Comunidad Autónoma De La Rioja;3-2-4;Actuaciones De Carácter Económico;3-2-4-00;Tasa 4.01. Certificación Y Control Dop Aceite De La Rioja; 7000,0; 0,0; 7000,0; 0,0; 0,0
2024;3;Tasas Y Otros Ingresos;3-2;Tasas De La Comunidad Autónoma De La Rioja;3-2-4;Actuaciones De Carácter Económico;3-2-4-02;Tasa 4.03 Certificación Y Control Dop Peras De Rincón De Soto; 14000,0; 0,0; 14000,0; 13277,35; 13277,35
2024;3;Tasas Y Otros Ingresos;3-2;Tasas De La Comunidad Autónoma De La Rioja;3-2-4;Actuaciones De Carácter Económico;3-2-4-03;Tasa 4.04 Certificación Y Control Igp Chorizo Riojano; 2500,0; 0,0; 2500,0; 0,0; 0,0
2024;3;Tasas Y Otros Ingresos;3-2;Tasas De La Comunidad Autónoma De La Rioja;3-2-4;Actuaciones De Carácter Económico;3-2-4-04;Tasa 4.05 Certificación Y Control Igp Pimiento Riojano; 2000,0; 0,0; 2000,0; 2326,89; 2326,89
2024;3;Tasas Y Otros Ingresos;3-2;Tasas De La Comunidad Autónoma De La Rioja;3-2-4;Actuaciones De Carácter Económico;3-2-4-05;Tasa 4.06 Certificación Y Control Dop Queso Camerano; 1400,0; 0,0; 1400,0; 0,0; 0,0
2024;3;Tasas Y Otros Ingresos;3-2;Tasas De La Comunidad Autónoma De La Rioja;3-2-4;Actuaciones De Carácter Económico;3-2-4-06;Tasa 4.07 Certificación Y Control Igp Coliflor De Calahorra; 800,0; 0,0; 800,0; 0,0; 0,0
2024;3;Tasas Y Otros Ingresos;3-2;Tasas De La Comunidad Autónoma De La Rioja;3-2-4;Actuaciones De Carácter Económico;3-2-4-07;Tasa 4.08 Certificación Y Control Igp Valles Del Sadacia; 3350,0; 0,0; 3350,0; 0,0; 0,0
2024;3;Tasas Y Otros Ingresos;3-2;Tasas De La Comunidad Autónoma De La Rioja;3-2-4;Actuaciones De Carácter Económico;3-2-4-08;Tasa 4.09 Tramitación Eficiencia Energética Edificios; 70000,0; 0,0; 70000,0; 22557,8; 22557,8
2024;3;Tasas Y Otros Ingresos;3-2;Tasas De La Comunidad Autónoma De La Rioja;3-2-9;Actuaciones De Carácter General;3-2-9-00;Tasa 9.01 Prestación De Servicios De Carácter General; 23542,0; 0,0; 23542,0; 1230,89; 1230,89
2024;3;Tasas Y Otros Ingresos;3-2;Tasas De La Comunidad Autónoma De La Rioja;3-2-9;Actuaciones De Carácter General;3-2-9-01;Tasa 9.02 Dirección E Inspección Obras Por Contrato; 1200000,0; 0,0; 1200000,0; 0,0; 0,0
2024;3;Tasas Y Otros Ingresos;3-2;Tasas De La Comunidad Autónoma De La Rioja;3-2-9;Actuaciones De Carácter General;3-2-9-03;Tasa 9.04. Inscripción En Procesos De Selección De Personal; 73000,0; 0,0; 73000,0; 54910,19; 54910,19
2024;3;Tasas Y Otros Ingresos;3-3;Tasas Afectadas En Decretos De Transferencias;3-3-1;Servicios Públicos Básicos;3-3-1-00;Tasa 1.15 Autorizaciones; 7000,0; 0,0; 7000,0; 2276,56; 2276,56
2024;3;Tasas Y Otros Ingresos;3-3;Tasas Afectadas En Decretos De Transferencias;3-3-2;Actuaciones De Protección Y Promoción Social;3-3-2-00;Tasa 2.15 Acreditación Centros Y/O Entidades De Formación Para El Empleo; 6500,0; 0,0; 6500,0; 4559,68; 4559,68
2024;3;Tasas Y Otros Ingresos;3-3;Tasas Afectadas En Decretos De Transferencias;3-3-2;Actuaciones De Protección Y Promoción Social;3-3-2-03;Tasa 2.18 Cédulas De Habitabilidad; 100000,0; 0,0; 100000,0; 38484,5; 38484,5
2024;3;Tasas Y Otros Ingresos;3-3;Tasas Afectadas En Decretos De Transferencias;3-3-2;Actuaciones De Protección Y Promoción Social;3-3-2-04;Tasa 2.19 Prestación Servicios Administrativos Generales Servicio De Urbanismo; 6000,0; 0,0; 6000,0; 1713,88; 1713,88
2024;3;Tasas Y Otros Ingresos;3-3;Tasas Afectadas En Decretos De Transferencias;3-3-2;Actuaciones De Protección Y Promoción Social;3-3-2-05;Tasa 2.20 Tramitación De Procedimientos Urbanísticos; 5100,0; 0,0; 5100,0; 2614,55; 2614,55
2024;3;Tasas Y Otros Ingresos;3-3;Tasas Afectadas En Decretos De Transferencias;3-3-2;Actuaciones De Protección Y Promoción Social;3-3-2-06;Tasa 2.21 Autorizaciones Urbanísticas; 12500,0; 0,0; 12500,0; 4228,7; 4228,7
2024;3;Tasas Y Otros Ingresos;3-3;Tasas Afectadas En Decretos De Transferencias;3-3-2;Actuaciones De Protección Y Promoción Social;3-3-2-07;Tasa 2.22 Inscripción En Registro De Entidades Urbanísticas Colaboradoras; 700,0; 0,0; 700,0; 347,64; 347,64
2024;3;Tasas Y Otros Ingresos;3-3;Tasas Afectadas En Decretos De Transferencias;3-3-2;Actuaciones De Protección Y Promoción Social;3-3-2-08;Tasa 2.23 Expedición Y Homologación Títulos Monitor Y Director De Tiempo Libre; 1100,0; 0,0; 1100,0; 412,63; 412,63
2024;3;Tasas Y Otros Ingresos;3-3;Tasas Afectadas En Decretos De Transferencias;3-3-2;Actuaciones De Protección Y Promoción Social;3-3-2-09;Tasa 2.24 Permisos Acampada Libre Grupos O Asociaciones Juveniles En La Car; 1100,0; 0,0; 1100,0; 437,8; 437,8
2024;3;Tasas Y Otros Ingresos;3-3;Tasas Afectadas En Decretos De Transferencias;3-3-3;Producción De Bienes Públicos De Carácter Preferente;3-3-3-00;Tasa 3.15 Servicios Sanitarios; 160000,0; 0,0; 160000,0; 4093,11; 4061,91
2024;3;Tasas Y Otros Ingresos;3-3;Tasas Afectadas En Decretos De Transferencias;3-3-3;Producción De Bienes Públicos De Carácter Preferente;3-3-3-01;Tasa 3.16 Inscripciones Y Controles Sanitarios Carnes Frescas Y Otros Prod. Anim; 17000,0; 0,0; 17000,0; 3728,95; 3728,95
2024;3;Tasas Y Otros Ingresos;3-3;Tasas Afectadas En Decretos De Transferencias;3-3-3;Producción De Bienes Públicos De Carácter Preferente;3-3-3-02;Tasa 3.17 Servicios Docentes De Eoi Y De Conservatorios De Música De La Rioja; 240000,0; 0,0; 240000,0; 54051,89; 54051,89
2024;3;Tasas Y Otros Ingresos;3-3;Tasas Afectadas En Decretos De Transferencias;3-3-3;Producción De Bienes Públicos De Carácter Preferente;3-3-3-03;Tasa 3.18 Expedición De Títulos Académicos Y Profesionales; 145000,0; 0,0; 145000,0; 82216,07; 82216,07
2024;3;Tasas Y Otros Ingresos;3-3;Tasas Afectadas En Decretos De Transferencias;3-3-4;Actuaciones De Carácter Económico;3-3-4-00;Tasa 4.15 Prestación Servicios Relacionados Con La Producción Agrícola; 40000,0; 0,0; 40000,0; 6209,34; 6209,34
2024;3;Tasas Y Otros Ingresos;3-3;Tasas Afectadas En Decretos De Transferencias;3-3-4;Actuaciones De Carácter Económico;3-3-4-01;Tasa 4.16 Ordenación Y Defensa De Las Industrias Agrarias; 8000,0; 0,0; 8000,0; 3841,96; 3841,96
2024;3;Tasas Y Otros Ingresos;3-3;Tasas Afectadas En Decretos De Transferencias;3-3-4;Actuaciones De Carácter Económico;3-3-4-02;Tasa 4.17 Gestión Técnico Facultativa Servicios Agronómicos; 100000,0; 0,0; 100000,0; 13112,34; 13112,34
2024;3;Tasas Y Otros Ingresos;3-3;Tasas Afectadas En Decretos De Transferencias;3-3-4;Actuaciones De Carácter Económico;3-3-4-03;Tasa 4.18 Servicios Facultativos Veterinarios; 25000,0; 0,0; 25000,0; 1696,73; 1696,73
2024;3;Tasas Y Otros Ingresos;3-3;Tasas Afectadas En Decretos De Transferencias;3-3-4;Actuaciones De Carácter Económico;3-3-4-05;Tasa 4.20 Asistencia Del Servicio Veterinario Oficial A Ferias; 2600,0; 0,0; 2600,0; 0,0; 0,0
2024;3;Tasas Y Otros Ingresos;3-3;Tasas Afectadas En Decretos De Transferencias;3-3-4;Actuaciones De Carácter Económico;3-3-4-06;Tasa 4.21 Industria; 235000,0; 0,0; 235000,0; 108573,17; 108573,17
2024;3;Tasas Y Otros Ingresos;3-3;Tasas Afectadas En Decretos De Transferencias;3-3-4;Actuaciones De Carácter Económico;3-3-4-07;Tasa 4.22 Prestación De Servicios De Itv; 500000,0; 0,0; 500000,0; 318176,37; 318176,37
2024;3;Tasas Y Otros Ingresos;3-3;Tasas Afectadas En Decretos De Transferencias;3-3-4;Actuaciones De Carácter Económico;3-3-4-08;Tasa 4.23 Tramitación Administrativa De Licencia Comercial Específica; 100,0; 0,0; 100,0; 0,0; 0,0
2024;3;Tasas Y Otros Ingresos;3-3;Tasas Afectadas En Decretos De Transferencias;3-3-4;Actuaciones De Carácter Económico;3-3-4-09;Tasa 4.24 Expedición Otras Certificaciones De La Dirección General De Trabajo; 100,0; 0,0; 100,0; 0,0; 0,0
2024;3;Tasas Y Otros Ingresos;3-3;Tasas Afectadas En Decretos De Transferencias;3-3-4;Actuaciones De Carácter Económico;3-3-4-10;Tasa 4.25 Servicios Prestados En El Registro De Propiedad Intelectual; 3200,0; 0,0; 3200,0; 1214,8; 1214,8
2024;3;Tasas Y Otros Ingresos;3-3;Tasas Afectadas En Decretos De Transferencias;3-3-4;Actuaciones De Carácter Económico;3-3-4-11;Tasa 4.26 Ordenación De Transportes Mecánicos Por Carretera; 180000,0; 0,0; 180000,0; 69137,75; 69137,75
2024;3;Tasas Y Otros Ingresos;3-3;Tasas Afectadas En Decretos De Transferencias;3-3-4;Actuaciones De Carácter Económico;3-3-4-12;Tasa 4.27 Prestación Servicio Laboratorio Para Control Calidad De Materiales; 50000,0; 0,0; 50000,0; 27564,4; 27564,4
2024;3;Tasas Y Otros Ingresos;3-3;Tasas Afectadas En Decretos De Transferencias;3-3-4;Actuaciones De Carácter Económico;3-3-4-13;Tasa 4.28 Ocupación Y Aprovechamiento Bienes De Dominio Público; 40000,0; 0,0; 40000,0; 39630,47; 39630,47
2024;3;Tasas Y Otros Ingresos;3-3;Tasas Afectadas En Decretos De Transferencias;3-3-4;Actuaciones De Carácter Económico;3-3-4-14;Tasa 4.29 Informes Y Otras Actuaciones; 20500,0; 0,0; 20500,0; 7726,2; 7726,2
2024;3;Tasas Y Otros Ingresos;3-3;Tasas Afectadas En Decretos De Transferencias;3-3-4;Actuaciones De Carácter Económico;3-3-4-15;Tasa 4.30 Reproducción De Documentos; 500,0; 0,0; 500,0; 339,71; 339,71
2024;3;Tasas Y Otros Ingresos;3-3;Tasas Afectadas En Decretos De Transferencias;3-3-4;Actuaciones De Carácter Económico;3-3-4-17;Tasa 4.32 Ordenación De Derechos Mineros; 21700,0; 0,0; 21700,0; 248,11; 248,11
2024;3;Tasas Y Otros Ingresos;3-3;Tasas Afectadas En Decretos De Transferencias;3-3-4;Actuaciones De Carácter Económico;3-3-4-19;Tasa 4.34 Actuaciones De Gestión De Explotaciones Mineras; 3300,0; 0,0; 3300,0; 808,21; 808,21
2024;3;Tasas Y Otros Ingresos;3-3;Tasas Afectadas En Decretos De Transferencias;3-3-4;Actuaciones De Carácter Económico;3-3-4-21;Tasa 4.36 Participación En Exámenes Y Expedición De Acreditaciones; 10000,0; 0,0; 10000,0; 0,0; 0,0
2024;3;Tasas Y Otros Ingresos;3-3;Tasas Afectadas En Decretos De Transferencias;3-3-4;Actuaciones De Carácter Económico;3-3-4-25;Tasa 4.40 Servicios En Materia Forestal Y Vias Pecuarias; 225000,0; 0,0; 225000,0; 28318,62; 28318,62
2024;3;Tasas Y Otros Ingresos;3-3;Tasas Afectadas En Decretos De Transferencias;3-3-4;Actuaciones De Carácter Económico;3-3-4-26;Tasa 4.41 Servicios En Materia De Caza; 325000,0; 0,0; 325000,0; 25207,63; 25207,63
2024;3;Tasas Y Otros Ingresos;3-3;Tasas Afectadas En Decretos De Transferencias;3-3-4;Actuaciones De Carácter Económico;3-3-4-27;Tasa 4.42. Permisos De Caza En Terrenos Cinegéticos Administrados Por La Car; 150000,0; 0,0; 150000,0; 0,0; 0,0
2024;3;Tasas Y Otros Ingresos;3-3;Tasas Afectadas En Decretos De Transferencias;3-3-4;Actuaciones De Carácter Económico;3-3-4-28;Tasa 4.43 Servicios En Materia De Pesca; 100000,0; 0,0; 100000,0; 30650,18; 30650,18
2024;3;Tasas Y Otros Ingresos;3-3;Tasas Afectadas En Decretos De Transferencias;3-3-4;Actuaciones De Carácter Económico;3-3-4-29;Tasa 4.44 Permisos De Pesca En Cotos Fluviales; 25000,0; 0,0; 25000,0; 321,96; 321,96
2024;3;Tasas Y Otros Ingresos;3-3;Tasas Afectadas En Decretos De Transferencias;3-3-4;Actuaciones De Carácter Económico;3-3-4-30;Tasa 4.45 Servicios En Materia De Flora Y Fauna; 5000,0; 0,0; 5000,0; 0,0; 0,0
2024;3;Tasas Y Otros Ingresos;3-3;Tasas Afectadas En Decretos De Transferencias;3-3-4;Actuaciones De Carácter Económico;3-3-4-31;Tasa 4.46 Ocupación Y Aprovechamiento De Vias Pecuarias; 125000,0; 0,0; 125000,0; 9148,63; 9148,63
2024;3;Tasas Y Otros Ingresos;3-3;Tasas Afectadas En Decretos De Transferencias;3-3-4;Actuaciones De Carácter Económico;3-3-4-32;Tasa 4.47 Servicios En Materia De Calidad Ambiental; 78401,0; 0,0; 78401,0; 74405,98; 74405,98
2024;3;Tasas Y Otros Ingresos;3-3;Tasas Afectadas En Decretos De Transferencias;3-3-4;Actuaciones De Carácter Económico;3-3-4-33;Tasa 4.48 Servicios En Materia De Información Medioambiental; 500,0; 0,0; 500,0; 0,0; 0,0
2024;3;Tasas Y Otros Ingresos;3-3;Tasas Afectadas En Decretos De Transferencias;3-3-9;Actuaciones De Carácter General;3-3-9-00;Tasa 9.15 Actuaciones Administrativas En Materia Juegos De Suerte, Envite O Azar; 0,0; 0,0; 0,0; 28145,54; 28145,54
2024;3;Tasas Y Otros Ingresos;3-3;Tasas Afectadas En Decretos De Transferencias;3-3-9;Actuaciones De Carácter General;3-3-9-02;Tasa 9.17 Inscripciones Registro Mediadores Y Corredores De Seguros; 500,0; 0,0; 500,0; 0,0; 0,0
2024;3;Tasas Y Otros Ingresos;3-3;Tasas Afectadas En Decretos De Transferencias;3-3-9;Actuaciones De Carácter General;3-3-9-03;Tasa 9.18 Del Boletín Oficial De La Rioja; 60000,0; 0,0; 60000,0; 12883,53; 12883,53
