Descripcion;Identificador;Titulo;Año ;Presupuesto Inicial ;Importe gastado;Programa Gasto;Gasto Classification Path;
01;2021-010100-1811-124-01;RETRIBUCION OPOSICIONES Y CONCURSOS;2021;1500;0;1811 ACTIVIDAD LEGISLATIVA;1 GASTOS DE PERSONAL, 12 FUNCIONARIOS, 124 RETRIBUCION TRIBUNALES, OPOSICIONES Y CONCURSOS, Comunidad Autónoma de La Rioja;
00;2021-010100-1811-131-00;RETRIBUCIONES BASICAS;2021;42857;26886;1811 ACTIVIDAD LEGISLATIVA;1 GASTOS DE PERSONAL, 13 LABORALES, 131 LABORAL EVENTUAL, Comunidad Autónoma de La Rioja;
01;2021-010100-1811-131-01;OTRAS REMUNERACIONES;2021;28936;27718.8;1811 ACTIVIDAD LEGISLATIVA;1 GASTOS DE PERSONAL, 13 LABORALES, 131 LABORAL EVENTUAL, Comunidad Autónoma de La Rioja;
00;2021-010100-1811-141-00;PERSONAL VARIO;2021;200;0;1811 ACTIVIDAD LEGISLATIVA;14 OTRO PERSONAL, 1 GASTOS DE PERSONAL, 141 OTRO PERSONAL, Comunidad Autónoma de La Rioja;
  ;2021-010100-1811-151-  ;GRATIFICACIONES;2021;25000;46301.3;1811 ACTIVIDAD LEGISLATIVA;1 GASTOS DE PERSONAL, 15 INCENTIVOS AL RENDIMIENTO, 151 GRATIFICACIONES, Comunidad Autónoma de La Rioja;
00;2021-010100-1811-160-00;SEGURIDAD SOCIAL;2021;991947;529860.9;1811 ACTIVIDAD LEGISLATIVA;1 GASTOS DE PERSONAL, 16 CUOTAS, PRESTACIONES Y GASTOS SOCIALES A CARGO DEL EMPLEADOR, 160 CUOTAS SOCIALES, Comunidad Autónoma de La Rioja;
01;2021-010100-1811-160-01;MUFACE;2021;100;0;1811 ACTIVIDAD LEGISLATIVA;1 GASTOS DE PERSONAL, 16 CUOTAS, PRESTACIONES Y GASTOS SOCIALES A CARGO DEL EMPLEADOR, 160 CUOTAS SOCIALES, Comunidad Autónoma de La Rioja;
00;2021-010100-1811-162-00;FORMACION Y PERFECCIONAMIENTO DE PERSONAL;2021;5000;259.8;1811 ACTIVIDAD LEGISLATIVA;1 GASTOS DE PERSONAL, 16 CUOTAS, PRESTACIONES Y GASTOS SOCIALES A CARGO DEL EMPLEADOR, 162 GASTOS SOCIALES DE FUNCIONARIOS Y PERSONAL NO LABORAL, Comunidad Autónoma de La Rioja;
05;2021-010100-1811-162-05;SEGUROS;2021;22625;21079.2;1811 ACTIVIDAD LEGISLATIVA;1 GASTOS DE PERSONAL, 16 CUOTAS, PRESTACIONES Y GASTOS SOCIALES A CARGO DEL EMPLEADOR, 162 GASTOS SOCIALES DE FUNCIONARIOS Y PERSONAL NO LABORAL, Comunidad Autónoma de La Rioja;
09;2021-010100-1811-162-09;OTROS;2021;30000;37817.9;1811 ACTIVIDAD LEGISLATIVA;1 GASTOS DE PERSONAL, 16 CUOTAS, PRESTACIONES Y GASTOS SOCIALES A CARGO DEL EMPLEADOR, 162 GASTOS SOCIALES DE FUNCIONARIOS Y PERSONAL NO LABORAL, Comunidad Autónoma de La Rioja;
  ;2021-010100-1811-164-  ;COMPLEMENTO FAMILIAR;2021;4030;3185;1811 ACTIVIDAD LEGISLATIVA;1 GASTOS DE PERSONAL, 16 CUOTAS, PRESTACIONES Y GASTOS SOCIALES A CARGO DEL EMPLEADOR, 164 COMPLEMENTO FAMILIAR, Comunidad Autónoma de La Rioja;
  ;2021-010100-1811-170-  ;IMPREVISTOS Y FUNCIONES NO CLASIFICADAS;2021;125924;3920.9;1811 ACTIVIDAD LEGISLATIVA;1 GASTOS DE PERSONAL, 170 IMPREVISTOS Y FUNCIONES NO CLASIFICADAS, 17 ATENCIONES DIVERSAS, Comunidad Autónoma de La Rioja;
  ;2021-010100-1811-202-  ;EDIFICIOS Y OTRAS CONSTRUCCIONES;2021;8000;7610.9;1811 ACTIVIDAD LEGISLATIVA;2 GASTOS EN BIENES CORRIENTES Y SERVICIOS, 20 ARRENDAMIENTOS Y CANONES, 202 EDIFICIOS Y OTRAS CONSTRUCCIONES, Comunidad Autónoma de La Rioja;
  ;2021-010100-1811-204-  ;ARRENDAMIENTO DE MEDIOS DE TRANSPORTE;2021;5000;0;1811 ACTIVIDAD LEGISLATIVA;2 GASTOS EN BIENES CORRIENTES Y SERVICIOS, 20 ARRENDAMIENTOS Y CANONES, 204 MATERIAL DE TRANSPORTE, Comunidad Autónoma de La Rioja;
00;2021-010100-1811-212-00;INMOVILIZADO PROPIO;2021;18000;21639.3;1811 ACTIVIDAD LEGISLATIVA;21 REPARACIONES, MANTENIMIENTO Y CONSERVACION, 2 GASTOS EN BIENES CORRIENTES Y SERVICIOS, 212 EDIFICIOS Y OTRAS CONSTRUCCIONES, Comunidad Autónoma de La Rioja;
00;2021-010100-1811-213-00;INMOVILIZADO PROPIO;2021;30000;26049.6;1811 ACTIVIDAD LEGISLATIVA;21 REPARACIONES, MANTENIMIENTO Y CONSERVACION, 2 GASTOS EN BIENES CORRIENTES Y SERVICIOS, 213 MAQUINARIA, INSTALACION Y UTILLAJE, Comunidad Autónoma de La Rioja;
00;2021-010100-1811-214-00;INMOVILIZADO PROPIO;2021;7000;1379;1811 ACTIVIDAD LEGISLATIVA;21 REPARACIONES, MANTENIMIENTO Y CONSERVACION, 2 GASTOS EN BIENES CORRIENTES Y SERVICIOS, 214 ELEMENTOS DE TRANSPORTE, Comunidad Autónoma de La Rioja;
00;2021-010100-1811-215-00;INMOVILIZADO PROPIO;2021;10000;0;1811 ACTIVIDAD LEGISLATIVA;21 REPARACIONES, MANTENIMIENTO Y CONSERVACION, 2 GASTOS EN BIENES CORRIENTES Y SERVICIOS, 215 MOBILIARIO Y ENSERES, Comunidad Autónoma de La Rioja;
01;2021-010100-1811-215-01;CONSERVACION PATRIMONIO;2021;10000;7477.8;1811 ACTIVIDAD LEGISLATIVA;21 REPARACIONES, MANTENIMIENTO Y CONSERVACION, 2 GASTOS EN BIENES CORRIENTES Y SERVICIOS, 215 MOBILIARIO Y ENSERES, Comunidad Autónoma de La Rioja;
00;2021-010100-1811-216-00;INMOVILIZADO PROPIO;2021;55000;60392.8;1811 ACTIVIDAD LEGISLATIVA;21 REPARACIONES, MANTENIMIENTO Y CONSERVACION, 2 GASTOS EN BIENES CORRIENTES Y SERVICIOS, 216 EQUIPOS PARA PROCESO DE INFORMACION, Comunidad Autónoma de La Rioja;
00;2021-010100-1811-220-00;ORDINARIO NO INVENTARIABLE;2021;12000;6092.4;1811 ACTIVIDAD LEGISLATIVA;2 GASTOS EN BIENES CORRIENTES Y SERVICIOS, 22 MATERIAL, SUMINISTROS Y OTROS, 220 MATERIAL DE OFICINA, Comunidad Autónoma de La Rioja;
01;2021-010100-1811-220-01;PRENSA, REVISTAS, LIBROS Y OTRAS PUBLICACIONES;2021;4500;2887.1;1811 ACTIVIDAD LEGISLATIVA;2 GASTOS EN BIENES CORRIENTES Y SERVICIOS, 22 MATERIAL, SUMINISTROS Y OTROS, 220 MATERIAL DE OFICINA, Comunidad Autónoma de La Rioja;
02;2021-010100-1811-220-02;MATERIAL INFORMATICO NO INVENTARIABLE;2021;5000;100.3;1811 ACTIVIDAD LEGISLATIVA;2 GASTOS EN BIENES CORRIENTES Y SERVICIOS, 22 MATERIAL, SUMINISTROS Y OTROS, 220 MATERIAL DE OFICINA, Comunidad Autónoma de La Rioja;
03;2021-010100-1811-220-03;PAPEL Y CONSUMIBLES FOTOCOPIADORAS Y FAX;2021;6000;5250.8;1811 ACTIVIDAD LEGISLATIVA;2 GASTOS EN BIENES CORRIENTES Y SERVICIOS, 22 MATERIAL, SUMINISTROS Y OTROS, 220 MATERIAL DE OFICINA, Comunidad Autónoma de La Rioja;
00;2021-010100-1811-221-00;ENERGIA ELECTRICA;2021;50000;15513.4;1811 ACTIVIDAD LEGISLATIVA;2 GASTOS EN BIENES CORRIENTES Y SERVICIOS, 22 MATERIAL, SUMINISTROS Y OTROS, 221 SUMINISTROS, Comunidad Autónoma de La Rioja;
01;2021-010100-1811-221-01;AGUA;2021;500;0;1811 ACTIVIDAD LEGISLATIVA;2 GASTOS EN BIENES CORRIENTES Y SERVICIOS, 22 MATERIAL, SUMINISTROS Y OTROS, 221 SUMINISTROS, Comunidad Autónoma de La Rioja;
03;2021-010100-1811-221-03;COMBUSTIBLES Y CARBURANTES;2021;15000;6546.4;1811 ACTIVIDAD LEGISLATIVA;2 GASTOS EN BIENES CORRIENTES Y SERVICIOS, 22 MATERIAL, SUMINISTROS Y OTROS, 221 SUMINISTROS, Comunidad Autónoma de La Rioja;
04;2021-010100-1811-221-04;VESTUARIO;2021;16500;5176.4;1811 ACTIVIDAD LEGISLATIVA;2 GASTOS EN BIENES CORRIENTES Y SERVICIOS, 22 MATERIAL, SUMINISTROS Y OTROS, 221 SUMINISTROS, Comunidad Autónoma de La Rioja;
06;2021-010100-1811-221-06;PRODUCTOS FARMACEUTICOS;2021;120;0;1811 ACTIVIDAD LEGISLATIVA;2 GASTOS EN BIENES CORRIENTES Y SERVICIOS, 22 MATERIAL, SUMINISTROS Y OTROS, 221 SUMINISTROS, Comunidad Autónoma de La Rioja;
07;2021-010100-1811-221-07;MATERIALES ESPECIALES;2021;3500;5746.9;1811 ACTIVIDAD LEGISLATIVA;2 GASTOS EN BIENES CORRIENTES Y SERVICIOS, 22 MATERIAL, SUMINISTROS Y OTROS, 221 SUMINISTROS, Comunidad Autónoma de La Rioja;
08;2021-010100-1811-221-08;CONSUMIBLES EQUIPOS AUDIO Y VÍDEO;2021;350;30.2;1811 ACTIVIDAD LEGISLATIVA;2 GASTOS EN BIENES CORRIENTES Y SERVICIOS, 22 MATERIAL, SUMINISTROS Y OTROS, 221 SUMINISTROS, Comunidad Autónoma de La Rioja;
99;2021-010100-1811-221-99;OTROS SUMINISTROS;2021;5000;3156.2;1811 ACTIVIDAD LEGISLATIVA;2 GASTOS EN BIENES CORRIENTES Y SERVICIOS, 22 MATERIAL, SUMINISTROS Y OTROS, 221 SUMINISTROS, Comunidad Autónoma de La Rioja;
00;2021-010100-1811-222-00;TELEFONICAS;2021;66500;60048.8;1811 ACTIVIDAD LEGISLATIVA;2 GASTOS EN BIENES CORRIENTES Y SERVICIOS, 22 MATERIAL, SUMINISTROS Y OTROS, 222 COMUNICACIONES, Comunidad Autónoma de La Rioja;
01;2021-010100-1811-222-01;POSTALES;2021;3000;1418.8;1811 ACTIVIDAD LEGISLATIVA;2 GASTOS EN BIENES CORRIENTES Y SERVICIOS, 22 MATERIAL, SUMINISTROS Y OTROS, 222 COMUNICACIONES, Comunidad Autónoma de La Rioja;
02;2021-010100-1811-222-02;TELEGRAFICAS;2021;100;0;1811 ACTIVIDAD LEGISLATIVA;2 GASTOS EN BIENES CORRIENTES Y SERVICIOS, 22 MATERIAL, SUMINISTROS Y OTROS, 222 COMUNICACIONES, Comunidad Autónoma de La Rioja;
04;2021-010100-1811-222-04;INFORMATICAS;2021;1500;425.9;1811 ACTIVIDAD LEGISLATIVA;2 GASTOS EN BIENES CORRIENTES Y SERVICIOS, 22 MATERIAL, SUMINISTROS Y OTROS, 222 COMUNICACIONES, Comunidad Autónoma de La Rioja;
99;2021-010100-1811-222-99;OTRAS;2021;27000;25053.8;1811 ACTIVIDAD LEGISLATIVA;2 GASTOS EN BIENES CORRIENTES Y SERVICIOS, 22 MATERIAL, SUMINISTROS Y OTROS, 222 COMUNICACIONES, Comunidad Autónoma de La Rioja;
  ;2021-010100-1811-223-  ;TRANSPORTES;2021;1500;111.4;1811 ACTIVIDAD LEGISLATIVA;2 GASTOS EN BIENES CORRIENTES Y SERVICIOS, 22 MATERIAL, SUMINISTROS Y OTROS, 223 TRANSPORTES, Comunidad Autónoma de La Rioja;
00;2021-010100-1811-224-00;EDIFICIOS Y LOCALES;2021;20000;8964.2;1811 ACTIVIDAD LEGISLATIVA;2 GASTOS EN BIENES CORRIENTES Y SERVICIOS, 22 MATERIAL, SUMINISTROS Y OTROS, 224 PRIMAS DE SEGUROS, Comunidad Autónoma de La Rioja;
01;2021-010100-1811-224-01;DE VEHICULOS;2021;3000;1536.1;1811 ACTIVIDAD LEGISLATIVA;2 GASTOS EN BIENES CORRIENTES Y SERVICIOS, 22 MATERIAL, SUMINISTROS Y OTROS, 224 PRIMAS DE SEGUROS, Comunidad Autónoma de La Rioja;
02;2021-010100-1811-224-02;DE OTRO INMOVILIZADO;2021;500;0;1811 ACTIVIDAD LEGISLATIVA;2 GASTOS EN BIENES CORRIENTES Y SERVICIOS, 22 MATERIAL, SUMINISTROS Y OTROS, 224 PRIMAS DE SEGUROS, Comunidad Autónoma de La Rioja;
99;2021-010100-1811-224-99;OTROS RIESGOS;2021;1000;1213.6;1811 ACTIVIDAD LEGISLATIVA;2 GASTOS EN BIENES CORRIENTES Y SERVICIOS, 22 MATERIAL, SUMINISTROS Y OTROS, 224 PRIMAS DE SEGUROS, Comunidad Autónoma de La Rioja;
00;2021-010100-1811-225-00;LOCALES;2021;1500;17445.5;1811 ACTIVIDAD LEGISLATIVA;2 GASTOS EN BIENES CORRIENTES Y SERVICIOS, 22 MATERIAL, SUMINISTROS Y OTROS, 225 TRIBUTOS, Comunidad Autónoma de La Rioja;
01;2021-010100-1811-226-01;ATENCIONES PROTOCOLARIAS Y REPRESENTATIVAS;2021;20000;15472.7;1811 ACTIVIDAD LEGISLATIVA;2 GASTOS EN BIENES CORRIENTES Y SERVICIOS, 22 MATERIAL, SUMINISTROS Y OTROS, 226 GASTOS DIVERSOS, Comunidad Autónoma de La Rioja;
02;2021-010100-1811-226-02;PUBLICIDAD Y PROPAGANDA;2021;21000;22253.4;1811 ACTIVIDAD LEGISLATIVA;2 GASTOS EN BIENES CORRIENTES Y SERVICIOS, 22 MATERIAL, SUMINISTROS Y OTROS, 226 GASTOS DIVERSOS, Comunidad Autónoma de La Rioja;
03;2021-010100-1811-226-03;JURIDICOS, CONTENCIOSOS;2021;1500;0;1811 ACTIVIDAD LEGISLATIVA;2 GASTOS EN BIENES CORRIENTES Y SERVICIOS, 22 MATERIAL, SUMINISTROS Y OTROS, 226 GASTOS DIVERSOS, Comunidad Autónoma de La Rioja;
06;2021-010100-1811-226-06;REUNIONES Y CONFERENCIAS;2021;5000;3392.6;1811 ACTIVIDAD LEGISLATIVA;2 GASTOS EN BIENES CORRIENTES Y SERVICIOS, 22 MATERIAL, SUMINISTROS Y OTROS, 226 GASTOS DIVERSOS, Comunidad Autónoma de La Rioja;
07;2021-010100-1811-226-07;CERTAMENES Y EXPOSICIONES;2021;50000;46802.6;1811 ACTIVIDAD LEGISLATIVA;2 GASTOS EN BIENES CORRIENTES Y SERVICIOS, 22 MATERIAL, SUMINISTROS Y OTROS, 226 GASTOS DIVERSOS, Comunidad Autónoma de La Rioja;
08;2021-010100-1811-226-08;GASTOS CELEBRACIÓN ACTOS INSTITUCIONALES;2021;20000;11790;1811 ACTIVIDAD LEGISLATIVA;2 GASTOS EN BIENES CORRIENTES Y SERVICIOS, 22 MATERIAL, SUMINISTROS Y OTROS, 226 GASTOS DIVERSOS, Comunidad Autónoma de La Rioja;
99;2021-010100-1811-226-99;OTROS;2021;8000;8061.8;1811 ACTIVIDAD LEGISLATIVA;2 GASTOS EN BIENES CORRIENTES Y SERVICIOS, 22 MATERIAL, SUMINISTROS Y OTROS, 226 GASTOS DIVERSOS, Comunidad Autónoma de La Rioja;
00;2021-010100-1811-227-00;LIMPIEZA Y ASEO;2021;55000;38871.6;1811 ACTIVIDAD LEGISLATIVA;2 GASTOS EN BIENES CORRIENTES Y SERVICIOS, 22 MATERIAL, SUMINISTROS Y OTROS, 227 TRABAJOS REALIZADOS POR OTRAS EMPRESAS, Comunidad Autónoma de La Rioja;
01;2021-010100-1811-227-01;SEGURIDAD;2021;85000;92710.8;1811 ACTIVIDAD LEGISLATIVA;2 GASTOS EN BIENES CORRIENTES Y SERVICIOS, 22 MATERIAL, SUMINISTROS Y OTROS, 227 TRABAJOS REALIZADOS POR OTRAS EMPRESAS, Comunidad Autónoma de La Rioja;
02;2021-010100-1811-227-02;VALORACIONES Y PERITAJES;2021;30;0;1811 ACTIVIDAD LEGISLATIVA;2 GASTOS EN BIENES CORRIENTES Y SERVICIOS, 22 MATERIAL, SUMINISTROS Y OTROS, 227 TRABAJOS REALIZADOS POR OTRAS EMPRESAS, Comunidad Autónoma de La Rioja;
04;2021-010100-1811-227-04;CUSTODIA, DEPOSITOS Y ALMACENAJE;2021;2000;2149.8;1811 ACTIVIDAD LEGISLATIVA;2 GASTOS EN BIENES CORRIENTES Y SERVICIOS, 22 MATERIAL, SUMINISTROS Y OTROS, 227 TRABAJOS REALIZADOS POR OTRAS EMPRESAS, Comunidad Autónoma de La Rioja;
05;2021-010100-1811-227-05;PROCESOS ELECTORALES;2021;2000;2054.1;1811 ACTIVIDAD LEGISLATIVA;2 GASTOS EN BIENES CORRIENTES Y SERVICIOS, 22 MATERIAL, SUMINISTROS Y OTROS, 227 TRABAJOS REALIZADOS POR OTRAS EMPRESAS, Comunidad Autónoma de La Rioja;
06;2021-010100-1811-227-06;ESTUDIOS Y TRABAJOS TECNICOS;2021;20000;44376.8;1811 ACTIVIDAD LEGISLATIVA;2 GASTOS EN BIENES CORRIENTES Y SERVICIOS, 22 MATERIAL, SUMINISTROS Y OTROS, 227 TRABAJOS REALIZADOS POR OTRAS EMPRESAS, Comunidad Autónoma de La Rioja;
07;2021-010100-1811-227-07;SERVICIOS DE CARACTER INFORMATICO;2021;35000;7798.4;1811 ACTIVIDAD LEGISLATIVA;2 GASTOS EN BIENES CORRIENTES Y SERVICIOS, 22 MATERIAL, SUMINISTROS Y OTROS, 227 TRABAJOS REALIZADOS POR OTRAS EMPRESAS, Comunidad Autónoma de La Rioja;
08;2021-010100-1811-227-08;SERVICIOS DE IMPRESION;2021;15000;9361;1811 ACTIVIDAD LEGISLATIVA;2 GASTOS EN BIENES CORRIENTES Y SERVICIOS, 22 MATERIAL, SUMINISTROS Y OTROS, 227 TRABAJOS REALIZADOS POR OTRAS EMPRESAS, Comunidad Autónoma de La Rioja;
09;2021-010100-1811-227-09;SERVICIOS DE ESTACIONAMIENTO DE VEHICULOS;2021;20000;13261.6;1811 ACTIVIDAD LEGISLATIVA;2 GASTOS EN BIENES CORRIENTES Y SERVICIOS, 22 MATERIAL, SUMINISTROS Y OTROS, 227 TRABAJOS REALIZADOS POR OTRAS EMPRESAS, Comunidad Autónoma de La Rioja;
11;2021-010100-1811-227-11;SERVICIO DE AUDIO-VÍDEO;2021;40000;48157.4;1811 ACTIVIDAD LEGISLATIVA;2 GASTOS EN BIENES CORRIENTES Y SERVICIOS, 22 MATERIAL, SUMINISTROS Y OTROS, 227 TRABAJOS REALIZADOS POR OTRAS EMPRESAS, Comunidad Autónoma de La Rioja;
99;2021-010100-1811-227-99;OTROS;2021;15000;8850.6;1811 ACTIVIDAD LEGISLATIVA;2 GASTOS EN BIENES CORRIENTES Y SERVICIOS, 22 MATERIAL, SUMINISTROS Y OTROS, 227 TRABAJOS REALIZADOS POR OTRAS EMPRESAS, Comunidad Autónoma de La Rioja;
00;2021-010100-1811-230-00;DIETAS DIPUTADOS;2021;15000;3281.6;1811 ACTIVIDAD LEGISLATIVA;2 GASTOS EN BIENES CORRIENTES Y SERVICIOS, 230 DIETAS, 23 INDEMNIZACION POR RAZON DEL SERVICIO, Comunidad Autónoma de La Rioja;
01;2021-010100-1811-230-01;DIETAS DEL PERSONAL;2021;1500;1960.8;1811 ACTIVIDAD LEGISLATIVA;2 GASTOS EN BIENES CORRIENTES Y SERVICIOS, 230 DIETAS, 23 INDEMNIZACION POR RAZON DEL SERVICIO, Comunidad Autónoma de La Rioja;
00;2021-010100-1811-231-00;GASTOS VIAJE DIPUTADOS;2021;30000;25774.6;1811 ACTIVIDAD LEGISLATIVA;2 GASTOS EN BIENES CORRIENTES Y SERVICIOS, 23 INDEMNIZACION POR RAZON DEL SERVICIO, 231 LOCOMOCION, Comunidad Autónoma de La Rioja;
01;2021-010100-1811-231-01;GASTOS VIAJE DEL PERSONAL;2021;1000;937.6;1811 ACTIVIDAD LEGISLATIVA;2 GASTOS EN BIENES CORRIENTES Y SERVICIOS, 23 INDEMNIZACION POR RAZON DEL SERVICIO, 231 LOCOMOCION, Comunidad Autónoma de La Rioja;
00;2021-010100-1811-233-00;OTRAS INDEMNIZACIONES DIPUTADOS;2021;300981;319907.8;1811 ACTIVIDAD LEGISLATIVA;2 GASTOS EN BIENES CORRIENTES Y SERVICIOS, 23 INDEMNIZACION POR RAZON DEL SERVICIO, 233 OTRAS INDEMNIZACIONES., Comunidad Autónoma de La Rioja;
01;2021-010100-1811-233-01;OTRAS INDEMNIZACIONES DEL PERSONAL;2021;2500;0;1811 ACTIVIDAD LEGISLATIVA;2 GASTOS EN BIENES CORRIENTES Y SERVICIOS, 23 INDEMNIZACION POR RAZON DEL SERVICIO, 233 OTRAS INDEMNIZACIONES., Comunidad Autónoma de La Rioja;
02;2021-010100-1811-233-02;OTRAS INDEMNIZACIONES A TERCEROS;2021;5000;1916.3;1811 ACTIVIDAD LEGISLATIVA;2 GASTOS EN BIENES CORRIENTES Y SERVICIOS, 23 INDEMNIZACION POR RAZON DEL SERVICIO, 233 OTRAS INDEMNIZACIONES., Comunidad Autónoma de La Rioja;
  ;2021-010100-1811-349-  ;OTROS GASTOS FINANCIEROS;2021;500;309.9;1811 ACTIVIDAD LEGISLATIVA;34 DE DEPOSITOS, FIANZAS Y OTROS, 349 OTROS GASTOS FINANCIEROS, 3 GASTOS FINANCIEROS, Comunidad Autónoma de La Rioja;
  ;2021-010100-1811-401-  ;A ORGANISMOS AUTÓNOMOS DE LA COMUNIDAD AUTÓNOMA DE LA RIOJA;2021;2500;0;1811 ACTIVIDAD LEGISLATIVA;401 X, 4 TRANSFERENCIAS CORRIENTES, 40 A LA ADMINISTRACION GENERAL DE LA COMUNIDAD AUTONOMA DE LA RIOJA, Comunidad Autónoma de La Rioja;
00;2021-010100-1811-449-00;CONVENIO CON LA UNIVERSIDAD DE LA RIOJA;2021;52000;19551;1811 ACTIVIDAD LEGISLATIVA;4 TRANSFERENCIAS CORRIENTES, 44 AL RESTO DEL SECTOR PUBLICO DE LA C.A.R., 449 UNIVERSIDADES CAR, Comunidad Autónoma de La Rioja;
  ;2021-010100-1811-480-  ;ASIGNACIÓN GRUPOS PARLAMENTARIOS DEL PARLAMENTO;2021;1142148;1928419.9;1811 ACTIVIDAD LEGISLATIVA;4 TRANSFERENCIAS CORRIENTES, 48 A FAMILIAS E INSTITUCIONES SIN FINES DE LUCRO, 480 X, Comunidad Autónoma de La Rioja;
  ;2021-010100-1811-481-  ;PARA CONVENIOS Y AYUDAS;2021;20000;15545.3;1811 ACTIVIDAD LEGISLATIVA;4 TRANSFERENCIAS CORRIENTES, 48 A FAMILIAS E INSTITUCIONES SIN FINES DE LUCRO, 481 X, Comunidad Autónoma de La Rioja;
00;2021-010100-1811-623-00;ADQUISICION;2021;15000;21703.5;1811 ACTIVIDAD LEGISLATIVA;62 INVERSION NUEVA ASOCIADA AL FUNCIONAMIENTO OPERATIVO DE LOS SERVICIOS, 623 MAQUINARIA, INSTALACIONES Y UTILLAJE, 6 INVERSIONES REALES, Comunidad Autónoma de La Rioja;
00;2021-010100-1811-625-00;ADQUISICION;2021;70000;25266.5;1811 ACTIVIDAD LEGISLATIVA;62 INVERSION NUEVA ASOCIADA AL FUNCIONAMIENTO OPERATIVO DE LOS SERVICIOS, 625 MOBILIARIO Y ENSERES, 6 INVERSIONES REALES, Comunidad Autónoma de La Rioja;
00;2021-010100-1811-626-00;ADQUISICION;2021;59000;99916.2;1811 ACTIVIDAD LEGISLATIVA;626 EQUIPOS PARA PROCESOS DE INFORMACION, 62 INVERSION NUEVA ASOCIADA AL FUNCIONAMIENTO OPERATIVO DE LOS SERVICIOS, 6 INVERSIONES REALES, Comunidad Autónoma de La Rioja;
04;2021-010100-1811-626-04;ADQUISICIÓN EQUIPOS DE AUDIO Y VIDEO;2021;20000;4899;1811 ACTIVIDAD LEGISLATIVA;626 EQUIPOS PARA PROCESOS DE INFORMACION, 62 INVERSION NUEVA ASOCIADA AL FUNCIONAMIENTO OPERATIVO DE LOS SERVICIOS, 6 INVERSIONES REALES, Comunidad Autónoma de La Rioja;
04;2021-010100-1811-629-04;ADQUISICIÓN FONDOS BIBLIOTECA;2021;40000;21770.6;1811 ACTIVIDAD LEGISLATIVA;62 INVERSION NUEVA ASOCIADA AL FUNCIONAMIENTO OPERATIVO DE LOS SERVICIOS, 629 OTROS ACTIVOS MATERIALES, 6 INVERSIONES REALES, Comunidad Autónoma de La Rioja;
