Descripcion;Identificador;Titulo;Año ;Presupuesto Inicial ;Importe gastado;Programa Gasto;Gasto Classification Path;
00;2023-010100-1811-170-00;OTROS IMPREVISTOS;2023;77259;0;1811 ACTIVIDAD LEGISLATIVA;1 GASTOS DE PERSONAL, 17 ATENCIONES DIVERSAS, 170 IMPREVISTOS Y FUNCIONES NO CLASIFICADAS, Comunidad Autónoma de La Rioja;
00;2023-010100-1811-202-00;EDIFICIOS Y OTRAS CONSTRUCCIONES;2023;9000;0;1811 ACTIVIDAD LEGISLATIVA;2 GASTOS EN BIENES CORRIENTES Y SERVICIOS, 20 ARRENDAMIENTOS Y CANONES, 202 EDIFICIOS Y OTRAS CONSTRUCCIONES, Comunidad Autónoma de La Rioja;
00;2023-010100-1811-204-00;ARRENDAMIENTO DE MEDIO  DE TRANSPORTE;2023;5000;0;1811 ACTIVIDAD LEGISLATIVA;2 GASTOS EN BIENES CORRIENTES Y SERVICIOS, 20 ARRENDAMIENTOS Y CANONES, 204 MATERIAL DE TRANSPORTE, Comunidad Autónoma de La Rioja;
00;2023-010100-1811-212-00;INMOVILIZADO PROPIO;2023;23000;0;1811 ACTIVIDAD LEGISLATIVA;21 REPARACIONES, MANTENIMIENTO Y CONSERVACION, 2 GASTOS EN BIENES CORRIENTES Y SERVICIOS, 212 EDIFICIOS Y OTRAS CONSTRUCCIONES, Comunidad Autónoma de La Rioja;
00;2023-010100-1811-213-00;INMOVILIZADO PROPIO;2023;30000;0;1811 ACTIVIDAD LEGISLATIVA;21 REPARACIONES, MANTENIMIENTO Y CONSERVACION, 2 GASTOS EN BIENES CORRIENTES Y SERVICIOS, 213 MAQUINARIA, INSTALACION Y UTILLAJE, Comunidad Autónoma de La Rioja;
00;2023-010100-1811-214-00;INMOVILIZADO PROPIO;2023;7000;0;1811 ACTIVIDAD LEGISLATIVA;21 REPARACIONES, MANTENIMIENTO Y CONSERVACION, 2 GASTOS EN BIENES CORRIENTES Y SERVICIOS, 214 ELEMENTOS DE TRANSPORTE, Comunidad Autónoma de La Rioja;
00;2023-010100-1811-215-00;INMOVILIZADO PROPIO;2023;10000;0;1811 ACTIVIDAD LEGISLATIVA;21 REPARACIONES, MANTENIMIENTO Y CONSERVACION, 2 GASTOS EN BIENES CORRIENTES Y SERVICIOS, 215 MOBILIARIO Y ENSERES, Comunidad Autónoma de La Rioja;
01;2023-010100-1811-215-01;CONSERVACION DEL PATRIMONIO;2023;10000;0;1811 ACTIVIDAD LEGISLATIVA;21 REPARACIONES, MANTENIMIENTO Y CONSERVACION, 2 GASTOS EN BIENES CORRIENTES Y SERVICIOS, 215 MOBILIARIO Y ENSERES, Comunidad Autónoma de La Rioja;
00;2023-010100-1811-216-00;INMOVILIZADO PROPIO;2023;60000;0;1811 ACTIVIDAD LEGISLATIVA;21 REPARACIONES, MANTENIMIENTO Y CONSERVACION, 2 GASTOS EN BIENES CORRIENTES Y SERVICIOS, 216 EQUIPOS PARA PROCESO DE INFORMACION, Comunidad Autónoma de La Rioja;
00;2023-010100-1811-220-00;ORDINARIO NO INVENTARIABLE;2023;2000;0;1811 ACTIVIDAD LEGISLATIVA;2 GASTOS EN BIENES CORRIENTES Y SERVICIOS, 22 MATERIAL, SUMINISTROS Y OTROS, 220 MATERIAL DE OFICINA, Comunidad Autónoma de La Rioja;
01;2023-010100-1811-220-01;PRENSA, REVISTAS, LIBROS Y OTRAS PUBLICACIONES;2023;4500;0;1811 ACTIVIDAD LEGISLATIVA;2 GASTOS EN BIENES CORRIENTES Y SERVICIOS, 22 MATERIAL, SUMINISTROS Y OTROS, 220 MATERIAL DE OFICINA, Comunidad Autónoma de La Rioja;
02;2023-010100-1811-220-02;MATERIAL INFORMATICO NO INVENTARIABLE;2023;5000;0;1811 ACTIVIDAD LEGISLATIVA;2 GASTOS EN BIENES CORRIENTES Y SERVICIOS, 22 MATERIAL, SUMINISTROS Y OTROS, 220 MATERIAL DE OFICINA, Comunidad Autónoma de La Rioja;
03;2023-010100-1811-220-03;PAPEL Y CONSUMIBLES FOTOCOPIADORAS Y FAX;2023;7000;0;1811 ACTIVIDAD LEGISLATIVA;2 GASTOS EN BIENES CORRIENTES Y SERVICIOS, 22 MATERIAL, SUMINISTROS Y OTROS, 220 MATERIAL DE OFICINA, Comunidad Autónoma de La Rioja;
00;2023-010100-1811-221-00;ENERGIA ELECTRICA;2023;50000;0;1811 ACTIVIDAD LEGISLATIVA;2 GASTOS EN BIENES CORRIENTES Y SERVICIOS, 22 MATERIAL, SUMINISTROS Y OTROS, 221 SUMINISTROS, Comunidad Autónoma de La Rioja;
01;2023-010100-1811-221-01;AGUA;2023;1000;0;1811 ACTIVIDAD LEGISLATIVA;2 GASTOS EN BIENES CORRIENTES Y SERVICIOS, 22 MATERIAL, SUMINISTROS Y OTROS, 221 SUMINISTROS, Comunidad Autónoma de La Rioja;
03;2023-010100-1811-221-03;COMBUSTIBLES Y CARBURANTES;2023;12000;0;1811 ACTIVIDAD LEGISLATIVA;2 GASTOS EN BIENES CORRIENTES Y SERVICIOS, 22 MATERIAL, SUMINISTROS Y OTROS, 221 SUMINISTROS, Comunidad Autónoma de La Rioja;
04;2023-010100-1811-221-04;VESTUARIO;2023;16500;0;1811 ACTIVIDAD LEGISLATIVA;2 GASTOS EN BIENES CORRIENTES Y SERVICIOS, 22 MATERIAL, SUMINISTROS Y OTROS, 221 SUMINISTROS, Comunidad Autónoma de La Rioja;
06;2023-010100-1811-221-06;PRODUCTOS FARMACEUTICOS;2023;120;0;1811 ACTIVIDAD LEGISLATIVA;2 GASTOS EN BIENES CORRIENTES Y SERVICIOS, 22 MATERIAL, SUMINISTROS Y OTROS, 221 SUMINISTROS, Comunidad Autónoma de La Rioja;
07;2023-010100-1811-221-07;MATERIALES ESPECIALES;2023;3500;0;1811 ACTIVIDAD LEGISLATIVA;2 GASTOS EN BIENES CORRIENTES Y SERVICIOS, 22 MATERIAL, SUMINISTROS Y OTROS, 221 SUMINISTROS, Comunidad Autónoma de La Rioja;
08;2023-010100-1811-221-08;CONSUMIBLES EQUIPOS AUDIO Y VIDEO;2023;350;0;1811 ACTIVIDAD LEGISLATIVA;2 GASTOS EN BIENES CORRIENTES Y SERVICIOS, 22 MATERIAL, SUMINISTROS Y OTROS, 221 SUMINISTROS, Comunidad Autónoma de La Rioja;
99;2023-010100-1811-221-99;OTROS SUMINISTROS;2023;5000;0;1811 ACTIVIDAD LEGISLATIVA;2 GASTOS EN BIENES CORRIENTES Y SERVICIOS, 22 MATERIAL, SUMINISTROS Y OTROS, 221 SUMINISTROS, Comunidad Autónoma de La Rioja;
00;2023-010100-1811-222-00;TELEFONICAS;2023;69500;0;1811 ACTIVIDAD LEGISLATIVA;2 GASTOS EN BIENES CORRIENTES Y SERVICIOS, 22 MATERIAL, SUMINISTROS Y OTROS, 222 COMUNICACIONES, Comunidad Autónoma de La Rioja;
01;2023-010100-1811-222-01;POSTALES;2023;2000;0;1811 ACTIVIDAD LEGISLATIVA;2 GASTOS EN BIENES CORRIENTES Y SERVICIOS, 22 MATERIAL, SUMINISTROS Y OTROS, 222 COMUNICACIONES, Comunidad Autónoma de La Rioja;
02;2023-010100-1811-222-02;TELEGRAFICAS;2023;100;0;1811 ACTIVIDAD LEGISLATIVA;2 GASTOS EN BIENES CORRIENTES Y SERVICIOS, 22 MATERIAL, SUMINISTROS Y OTROS, 222 COMUNICACIONES, Comunidad Autónoma de La Rioja;
04;2023-010100-1811-222-04;INFORMATICAS;2023;1500;0;1811 ACTIVIDAD LEGISLATIVA;2 GASTOS EN BIENES CORRIENTES Y SERVICIOS, 22 MATERIAL, SUMINISTROS Y OTROS, 222 COMUNICACIONES, Comunidad Autónoma de La Rioja;
99;2023-010100-1811-222-99;OTRAS;2023;27000;0;1811 ACTIVIDAD LEGISLATIVA;2 GASTOS EN BIENES CORRIENTES Y SERVICIOS, 22 MATERIAL, SUMINISTROS Y OTROS, 222 COMUNICACIONES, Comunidad Autónoma de La Rioja;
00;2023-010100-1811-223-00;TRANSPORTES;2023;1500;0;1811 ACTIVIDAD LEGISLATIVA;2 GASTOS EN BIENES CORRIENTES Y SERVICIOS, 22 MATERIAL, SUMINISTROS Y OTROS, 223 TRANSPORTES, Comunidad Autónoma de La Rioja;
00;2023-010100-1811-224-00;EDIFICIOS Y LOCALES;2023;20000;0;1811 ACTIVIDAD LEGISLATIVA;2 GASTOS EN BIENES CORRIENTES Y SERVICIOS, 22 MATERIAL, SUMINISTROS Y OTROS, 224 PRIMAS DE SEGUROS, Comunidad Autónoma de La Rioja;
01;2023-010100-1811-224-01;DE VEHICULOS;2023;2000;0;1811 ACTIVIDAD LEGISLATIVA;2 GASTOS EN BIENES CORRIENTES Y SERVICIOS, 22 MATERIAL, SUMINISTROS Y OTROS, 224 PRIMAS DE SEGUROS, Comunidad Autónoma de La Rioja;
02;2023-010100-1811-224-02;DE OTRO INMOVILIZADO;2023;500;0;1811 ACTIVIDAD LEGISLATIVA;2 GASTOS EN BIENES CORRIENTES Y SERVICIOS, 22 MATERIAL, SUMINISTROS Y OTROS, 224 PRIMAS DE SEGUROS, Comunidad Autónoma de La Rioja;
99;2023-010100-1811-224-99;OTROS RIESGOS;2023;2500;0;1811 ACTIVIDAD LEGISLATIVA;2 GASTOS EN BIENES CORRIENTES Y SERVICIOS, 22 MATERIAL, SUMINISTROS Y OTROS, 224 PRIMAS DE SEGUROS, Comunidad Autónoma de La Rioja;
00;2023-010100-1811-225-00;LOCALES;2023;5000;0;1811 ACTIVIDAD LEGISLATIVA;2 GASTOS EN BIENES CORRIENTES Y SERVICIOS, 22 MATERIAL, SUMINISTROS Y OTROS, 225 TRIBUTOS, Comunidad Autónoma de La Rioja;
01;2023-010100-1811-226-01;ATENCIONES PROTOCOLARIAS Y REPRESENTATIVAS;2023;20000;0;1811 ACTIVIDAD LEGISLATIVA;2 GASTOS EN BIENES CORRIENTES Y SERVICIOS, 22 MATERIAL, SUMINISTROS Y OTROS, 226 GASTOS DIVERSOS, Comunidad Autónoma de La Rioja;
02;2023-010100-1811-226-02;PUBLICIDAD Y PROPAGANDA;2023;50000;0;1811 ACTIVIDAD LEGISLATIVA;2 GASTOS EN BIENES CORRIENTES Y SERVICIOS, 22 MATERIAL, SUMINISTROS Y OTROS, 226 GASTOS DIVERSOS, Comunidad Autónoma de La Rioja;
03;2023-010100-1811-226-03;JURÍDICOS, CONTENCIOSOS;2023;1500;0;1811 ACTIVIDAD LEGISLATIVA;2 GASTOS EN BIENES CORRIENTES Y SERVICIOS, 22 MATERIAL, SUMINISTROS Y OTROS, 226 GASTOS DIVERSOS, Comunidad Autónoma de La Rioja;
06;2023-010100-1811-226-06;REUNIONES Y CONFERENCIAS;2023;5000;0;1811 ACTIVIDAD LEGISLATIVA;2 GASTOS EN BIENES CORRIENTES Y SERVICIOS, 22 MATERIAL, SUMINISTROS Y OTROS, 226 GASTOS DIVERSOS, Comunidad Autónoma de La Rioja;
07;2023-010100-1811-226-07;CERTAMENES Y EXPOSICIONES;2023;60000;0;1811 ACTIVIDAD LEGISLATIVA;2 GASTOS EN BIENES CORRIENTES Y SERVICIOS, 22 MATERIAL, SUMINISTROS Y OTROS, 226 GASTOS DIVERSOS, Comunidad Autónoma de La Rioja;
08;2023-010100-1811-226-08;GASTOS CELEBRACION ACTOS INSTITUCIONALES;2023;20000;0;1811 ACTIVIDAD LEGISLATIVA;2 GASTOS EN BIENES CORRIENTES Y SERVICIOS, 22 MATERIAL, SUMINISTROS Y OTROS, 226 GASTOS DIVERSOS, Comunidad Autónoma de La Rioja;
99;2023-010100-1811-226-99;OTROS;2023;8000;0;1811 ACTIVIDAD LEGISLATIVA;2 GASTOS EN BIENES CORRIENTES Y SERVICIOS, 22 MATERIAL, SUMINISTROS Y OTROS, 226 GASTOS DIVERSOS, Comunidad Autónoma de La Rioja;
00;2023-010100-1811-227-00;LIMPIEZA Y ASEO;2023;55000;0;1811 ACTIVIDAD LEGISLATIVA;2 GASTOS EN BIENES CORRIENTES Y SERVICIOS, 22 MATERIAL, SUMINISTROS Y OTROS, 227 TRABAJOS REALIZADOS POR OTRAS EMPRESAS, Comunidad Autónoma de La Rioja;
01;2023-010100-1811-227-01;SEGURIDAD;2023;95000;0;1811 ACTIVIDAD LEGISLATIVA;2 GASTOS EN BIENES CORRIENTES Y SERVICIOS, 22 MATERIAL, SUMINISTROS Y OTROS, 227 TRABAJOS REALIZADOS POR OTRAS EMPRESAS, Comunidad Autónoma de La Rioja;
02;2023-010100-1811-227-02;VALORACIONES Y PERITAJES;2023;30;0;1811 ACTIVIDAD LEGISLATIVA;2 GASTOS EN BIENES CORRIENTES Y SERVICIOS, 22 MATERIAL, SUMINISTROS Y OTROS, 227 TRABAJOS REALIZADOS POR OTRAS EMPRESAS, Comunidad Autónoma de La Rioja;
04;2023-010100-1811-227-04;CUSTODIA, DEPÓSITOS Y ALMACENAJE;2023;6500;0;1811 ACTIVIDAD LEGISLATIVA;2 GASTOS EN BIENES CORRIENTES Y SERVICIOS, 22 MATERIAL, SUMINISTROS Y OTROS, 227 TRABAJOS REALIZADOS POR OTRAS EMPRESAS, Comunidad Autónoma de La Rioja;
05;2023-010100-1811-227-05;PROCESOS ELECTORALES;2023;10000;0;1811 ACTIVIDAD LEGISLATIVA;2 GASTOS EN BIENES CORRIENTES Y SERVICIOS, 22 MATERIAL, SUMINISTROS Y OTROS, 227 TRABAJOS REALIZADOS POR OTRAS EMPRESAS, Comunidad Autónoma de La Rioja;
06;2023-010100-1811-227-06;ESTUDIOS Y TRABAJOS TÉCNICOS;2023;30000;0;1811 ACTIVIDAD LEGISLATIVA;2 GASTOS EN BIENES CORRIENTES Y SERVICIOS, 22 MATERIAL, SUMINISTROS Y OTROS, 227 TRABAJOS REALIZADOS POR OTRAS EMPRESAS, Comunidad Autónoma de La Rioja;
07;2023-010100-1811-227-07;SERVICIOS DE CARACTER INFORMÁTICO;2023;25000;0;1811 ACTIVIDAD LEGISLATIVA;2 GASTOS EN BIENES CORRIENTES Y SERVICIOS, 22 MATERIAL, SUMINISTROS Y OTROS, 227 TRABAJOS REALIZADOS POR OTRAS EMPRESAS, Comunidad Autónoma de La Rioja;
08;2023-010100-1811-227-08;SERVICIOS DE IMPRESION;2023;12000;0;1811 ACTIVIDAD LEGISLATIVA;2 GASTOS EN BIENES CORRIENTES Y SERVICIOS, 22 MATERIAL, SUMINISTROS Y OTROS, 227 TRABAJOS REALIZADOS POR OTRAS EMPRESAS, Comunidad Autónoma de La Rioja;
09;2023-010100-1811-227-09;SERVICIOS DE ESTACIONAMIENTO DE VEHICULOS;2023;26000;0;1811 ACTIVIDAD LEGISLATIVA;2 GASTOS EN BIENES CORRIENTES Y SERVICIOS, 22 MATERIAL, SUMINISTROS Y OTROS, 227 TRABAJOS REALIZADOS POR OTRAS EMPRESAS, Comunidad Autónoma de La Rioja;
11;2023-010100-1811-227-11;SERVICIOS DE AUDIO-VIDEO;2023;45000;0;1811 ACTIVIDAD LEGISLATIVA;2 GASTOS EN BIENES CORRIENTES Y SERVICIOS, 22 MATERIAL, SUMINISTROS Y OTROS, 227 TRABAJOS REALIZADOS POR OTRAS EMPRESAS, Comunidad Autónoma de La Rioja;
12;2023-010100-1811-227-12;SERVICIOS DE ASESORIA;2023;42000;0;1811 ACTIVIDAD LEGISLATIVA;2 GASTOS EN BIENES CORRIENTES Y SERVICIOS, 22 MATERIAL, SUMINISTROS Y OTROS, 227 TRABAJOS REALIZADOS POR OTRAS EMPRESAS, Comunidad Autónoma de La Rioja;
99;2023-010100-1811-227-99;OTROS;2023;21000;0;1811 ACTIVIDAD LEGISLATIVA;2 GASTOS EN BIENES CORRIENTES Y SERVICIOS, 22 MATERIAL, SUMINISTROS Y OTROS, 227 TRABAJOS REALIZADOS POR OTRAS EMPRESAS, Comunidad Autónoma de La Rioja;
00;2023-010100-1811-230-00;DIETAS DIPUTADOS;2023;10000;0;1811 ACTIVIDAD LEGISLATIVA;2 GASTOS EN BIENES CORRIENTES Y SERVICIOS, 23 INDEMNIZACION POR RAZON DEL SERVICIO, 230 DIETAS, Comunidad Autónoma de La Rioja;
01;2023-010100-1811-230-01;DIETAS DEL PERSONAL;2023;2500;0;1811 ACTIVIDAD LEGISLATIVA;2 GASTOS EN BIENES CORRIENTES Y SERVICIOS, 23 INDEMNIZACION POR RAZON DEL SERVICIO, 230 DIETAS, Comunidad Autónoma de La Rioja;
00;2023-010100-1811-231-00;GASTOS VIAJE DIPUTADOS;2023;30000;0;1811 ACTIVIDAD LEGISLATIVA;2 GASTOS EN BIENES CORRIENTES Y SERVICIOS, 23 INDEMNIZACION POR RAZON DEL SERVICIO, 231 LOCOMOCIÓN, Comunidad Autónoma de La Rioja;
01;2023-010100-1811-231-01;GASTOS VIAJE PERSONAL;2023;1500;0;1811 ACTIVIDAD LEGISLATIVA;2 GASTOS EN BIENES CORRIENTES Y SERVICIOS, 23 INDEMNIZACION POR RAZON DEL SERVICIO, 231 LOCOMOCIÓN, Comunidad Autónoma de La Rioja;
00;2023-010100-1811-233-00;OTRAS INDEMNIZACIONES DIPUTADOS;2023;335000;0;1811 ACTIVIDAD LEGISLATIVA;2 GASTOS EN BIENES CORRIENTES Y SERVICIOS, 23 INDEMNIZACION POR RAZON DEL SERVICIO, 233 OTRAS INDEMNIZACIONES, Comunidad Autónoma de La Rioja;
01;2023-010100-1811-233-01;OTRAS INDEMNIZACIONES DEL PERSONAL;2023;2500;0;1811 ACTIVIDAD LEGISLATIVA;2 GASTOS EN BIENES CORRIENTES Y SERVICIOS, 23 INDEMNIZACION POR RAZON DEL SERVICIO, 233 OTRAS INDEMNIZACIONES, Comunidad Autónoma de La Rioja;
02;2023-010100-1811-233-02;OTRAS INDEMNIZACIONES A TERCEROS;2023;5000;0;1811 ACTIVIDAD LEGISLATIVA;2 GASTOS EN BIENES CORRIENTES Y SERVICIOS, 23 INDEMNIZACION POR RAZON DEL SERVICIO, 233 OTRAS INDEMNIZACIONES, Comunidad Autónoma de La Rioja;
00;2023-010100-1811-349-00;OTROS GASTOS FINANCIEROS;2023;500;0;1811 ACTIVIDAD LEGISLATIVA;349 OTROS GASTOS FINANCIEROS, 34 DE DEPOSITOS, FIANZAS Y OTROS, 3 GASTOS FINANCIEROS, Comunidad Autónoma de La Rioja;
00;2023-010100-1811-401-00;A ORGANISMOS AUTONOMOS DE LA COMUNIDAD AUTONOMA DE LA  CAR;2023;2500;0;1811 ACTIVIDAD LEGISLATIVA;4 TRANSFERENCIAS CORRIENTES, 40 A LA ADMINISTRACION GENERAL DE LA COMUNIDAD AUTONOMA DE LA RIOJA, 401 XX, Comunidad Autónoma de La Rioja;
00;2023-010100-1811-449-00;CONVENIO CON LA UNIVERSIDAD DE LA RIOJA;2023;45000;0;1811 ACTIVIDAD LEGISLATIVA;4 TRANSFERENCIAS CORRIENTES, 44 AL RESTO DEL SECTOR PUBLICO DE LA C.A.R., 449 UNIVERSIDADES CAR, Comunidad Autónoma de La Rioja;
00;2023-010100-1811-480-00;ASISNACIÓN GRUPOS PARLAMENTARIOS DEL PARLAMENTO;2023;1512000;0;1811 ACTIVIDAD LEGISLATIVA;480 A FAMILIAS E INSTITUCIONES SIN ANIMO DE LUCRO, 48 A FAMILIAS E INSTITUCIONES SIN FINES DE LUCRO, 4 TRANSFERENCIAS CORRIENTES, Comunidad Autónoma de La Rioja;
00;2023-010100-1811-481-00;PARA CONVENIOS Y AYUDAS;2023;30000;0;1811 ACTIVIDAD LEGISLATIVA;48 A FAMILIAS E INSTITUCIONES SIN FINES DE LUCRO, 481 X, 4 TRANSFERENCIAS CORRIENTES, Comunidad Autónoma de La Rioja;
00;2023-010100-1811-623-00;ADQUISICION;2023;13000;0;1811 ACTIVIDAD LEGISLATIVA;6 INVERSIONES REALES, 62 INVERSION NUEVA ASOCIADA AL FUNCIONAMIENTO OPERATIVO DE LOS SERVICIOS, 623 MAQUINARIA, INSTALACIONES Y UTILLAJE, Comunidad Autónoma de La Rioja;
00;2023-010100-1811-625-00;ADQUISICION;2023;15000;0;1811 ACTIVIDAD LEGISLATIVA;6 INVERSIONES REALES, 62 INVERSION NUEVA ASOCIADA AL FUNCIONAMIENTO OPERATIVO DE LOS SERVICIOS, 625 MOBILIARIO Y ENSERES, Comunidad Autónoma de La Rioja;
00;2023-010100-1811-626-00;ADQUISICION;2023;40000;0;1811 ACTIVIDAD LEGISLATIVA;6 INVERSIONES REALES, 62 INVERSION NUEVA ASOCIADA AL FUNCIONAMIENTO OPERATIVO DE LOS SERVICIOS, 626 EQUIPOS PARA PROCESOS DE INFORMACION, Comunidad Autónoma de La Rioja;
04;2023-010100-1811-626-04;ADQUISICIÓN DE EQUIPOS DE AUDIO Y VIDEO;2023;15000;0;1811 ACTIVIDAD LEGISLATIVA;6 INVERSIONES REALES, 62 INVERSION NUEVA ASOCIADA AL FUNCIONAMIENTO OPERATIVO DE LOS SERVICIOS, 626 EQUIPOS PARA PROCESOS DE INFORMACION, Comunidad Autónoma de La Rioja;
