Ejerc,Partida,Denominación Partida,Org_1_Sección,Org_1_Denominación,Org_1_Completa,Org_2_Servicio,Org_2_Denominación,Org_2_Completa,Org_3_Centro,Org_3_Denominación,Org_3_Completa,Func_1_Grupo,Func_1_Denominación,Func_1_Completa,Func_2_Función,Func_2_Denominación,Func_2_Completa,Func_3_Subfunción,Func_3_Denominación,Func_3_Completa,Func_4_Programa,Func_4_Denominación,Func_4_Completa,Func_5_Subprograma,Func_5_Denominación,Func_5_Completa,Ec_1_Capítulo,Ec_1_Denominación,Ec_1_Completa,Ec_2,Ec_2_Denominación,Ec_2_Completa,Ec_3,Ec_3_Denominación,Ec_3_Completa,Ec_4,Ec_4_Denominación,Ec_4_Completa,Tipo_Presupuesto,Importe,Importe M
2023,0101.1811.12401,RETRIBUCION OPOSICIONES Y CONCURSOS,01,PARLAMENTO,01 PARLAMENTO,0101,PARLAMENTO,0101 PARLAMENTO,,,,1,SERVICIOS PÚBLICOS BÁSICOS,1 SERVICIOS PÚBLICOS BÁSICOS,18,"ACTIVIDAD LEGISLATIVA, EJECUTIVA Y ASESORAMIENTO JURÍDICO","18 ACTIVIDAD LEGISLATIVA, EJECUTIVA Y ASESORAMIENTO JURÍDICO",181,ALTA DIRECCIÓN DE LA COMUNIDAD AUTÓNOMA,181 ALTA DIRECCIÓN DE LA COMUNIDAD AUTÓNOMA,1811,ACTIVIDAD LEGISLATIVA,1811 ACTIVIDAD LEGISLATIVA,,,,1,GASTOS DE PERSONAL,1 GASTOS DE PERSONAL,12,FUNCIONARIOS,12 FUNCIONARIOS,124,"RETRIBUCION TRIBUNALES, OPOSICIONES Y CONCURSOS","124 RETRIBUCION TRIBUNALES, OPOSICIONES Y CONCURSOS",12401,RETRIBUCION OPOSICIONES Y CONCURSOS,12401 RETRIBUCION OPOSICIONES Y CONCURSOS,NO FINANCIERO,1500,0.0015
2023,0101.1811.13100,RETRIBUCIONES BÁSICAS,01,PARLAMENTO,01 PARLAMENTO,0101,PARLAMENTO,0101 PARLAMENTO,,,,1,SERVICIOS PÚBLICOS BÁSICOS,1 SERVICIOS PÚBLICOS BÁSICOS,18,"ACTIVIDAD LEGISLATIVA, EJECUTIVA Y ASESORAMIENTO JURÍDICO","18 ACTIVIDAD LEGISLATIVA, EJECUTIVA Y ASESORAMIENTO JURÍDICO",181,ALTA DIRECCIÓN DE LA COMUNIDAD AUTÓNOMA,181 ALTA DIRECCIÓN DE LA COMUNIDAD AUTÓNOMA,1811,ACTIVIDAD LEGISLATIVA,1811 ACTIVIDAD LEGISLATIVA,,,,1,GASTOS DE PERSONAL,1 GASTOS DE PERSONAL,13,LABORALES,13 LABORALES,131,LABORAL TEMPORAL,131 LABORAL TEMPORAL,13100,RETRIBUCIONES BÁSICAS,13100 RETRIBUCIONES BÁSICAS,NO FINANCIERO,18740,0.01874
2023,0101.1811.13101,OTRAS REMUNERACIONES,01,PARLAMENTO,01 PARLAMENTO,0101,PARLAMENTO,0101 PARLAMENTO,,,,1,SERVICIOS PÚBLICOS BÁSICOS,1 SERVICIOS PÚBLICOS BÁSICOS,18,"ACTIVIDAD LEGISLATIVA, EJECUTIVA Y ASESORAMIENTO JURÍDICO","18 ACTIVIDAD LEGISLATIVA, EJECUTIVA Y ASESORAMIENTO JURÍDICO",181,ALTA DIRECCIÓN DE LA COMUNIDAD AUTÓNOMA,181 ALTA DIRECCIÓN DE LA COMUNIDAD AUTÓNOMA,1811,ACTIVIDAD LEGISLATIVA,1811 ACTIVIDAD LEGISLATIVA,,,,1,GASTOS DE PERSONAL,1 GASTOS DE PERSONAL,13,LABORALES,13 LABORALES,131,LABORAL TEMPORAL,131 LABORAL TEMPORAL,13101,OTRAS REMUNERACIONES,13101 OTRAS REMUNERACIONES,NO FINANCIERO,12189,0.012189
2023,0101.1811.14100,PERSONAL VARIO,01,PARLAMENTO,01 PARLAMENTO,0101,PARLAMENTO,0101 PARLAMENTO,,,,1,SERVICIOS PÚBLICOS BÁSICOS,1 SERVICIOS PÚBLICOS BÁSICOS,18,"ACTIVIDAD LEGISLATIVA, EJECUTIVA Y ASESORAMIENTO JURÍDICO","18 ACTIVIDAD LEGISLATIVA, EJECUTIVA Y ASESORAMIENTO JURÍDICO",181,ALTA DIRECCIÓN DE LA COMUNIDAD AUTÓNOMA,181 ALTA DIRECCIÓN DE LA COMUNIDAD AUTÓNOMA,1811,ACTIVIDAD LEGISLATIVA,1811 ACTIVIDAD LEGISLATIVA,,,,1,GASTOS DE PERSONAL,1 GASTOS DE PERSONAL,14,OTRO PERSONAL,14 OTRO PERSONAL,141,OTRO PERSONAL,141 OTRO PERSONAL,14100,PERSONAL VARIO,14100 PERSONAL VARIO,NO FINANCIERO,5000,0.005
2023,0101.1811.15100,GRATIFICACIONES,01,PARLAMENTO,01 PARLAMENTO,0101,PARLAMENTO,0101 PARLAMENTO,,,,1,SERVICIOS PÚBLICOS BÁSICOS,1 SERVICIOS PÚBLICOS BÁSICOS,18,"ACTIVIDAD LEGISLATIVA, EJECUTIVA Y ASESORAMIENTO JURÍDICO","18 ACTIVIDAD LEGISLATIVA, EJECUTIVA Y ASESORAMIENTO JURÍDICO",181,ALTA DIRECCIÓN DE LA COMUNIDAD AUTÓNOMA,181 ALTA DIRECCIÓN DE LA COMUNIDAD AUTÓNOMA,1811,ACTIVIDAD LEGISLATIVA,1811 ACTIVIDAD LEGISLATIVA,,,,1,GASTOS DE PERSONAL,1 GASTOS DE PERSONAL,15,INCENTIVOS AL RENDIMIENTO,15 INCENTIVOS AL RENDIMIENTO,151,GRATIFICACIONES,151 GRATIFICACIONES,15100,GRATIFICACIONES,15100 GRATIFICACIONES,NO FINANCIERO,30000,0.03
2023,0101.1811.16000,SEGURIDAD SOCIAL,01,PARLAMENTO,01 PARLAMENTO,0101,PARLAMENTO,0101 PARLAMENTO,,,,1,SERVICIOS PÚBLICOS BÁSICOS,1 SERVICIOS PÚBLICOS BÁSICOS,18,"ACTIVIDAD LEGISLATIVA, EJECUTIVA Y ASESORAMIENTO JURÍDICO","18 ACTIVIDAD LEGISLATIVA, EJECUTIVA Y ASESORAMIENTO JURÍDICO",181,ALTA DIRECCIÓN DE LA COMUNIDAD AUTÓNOMA,181 ALTA DIRECCIÓN DE LA COMUNIDAD AUTÓNOMA,1811,ACTIVIDAD LEGISLATIVA,1811 ACTIVIDAD LEGISLATIVA,,,,1,GASTOS DE PERSONAL,1 GASTOS DE PERSONAL,16,"CUOTAS, PRESTACIONES Y GASTOS SOCIALES A CARGO DEL EMPLEADOR","16 CUOTAS, PRESTACIONES Y GASTOS SOCIALES A CARGO DEL EMPLEADOR",160,CUOTAS SOCIALES,160 CUOTAS SOCIALES,16000,SEGURIDAD SOCIAL,16000 SEGURIDAD SOCIAL,NO FINANCIERO,1124082,1.124082
2023,0101.1811.16001,MUFACE,01,PARLAMENTO,01 PARLAMENTO,0101,PARLAMENTO,0101 PARLAMENTO,,,,1,SERVICIOS PÚBLICOS BÁSICOS,1 SERVICIOS PÚBLICOS BÁSICOS,18,"ACTIVIDAD LEGISLATIVA, EJECUTIVA Y ASESORAMIENTO JURÍDICO","18 ACTIVIDAD LEGISLATIVA, EJECUTIVA Y ASESORAMIENTO JURÍDICO",181,ALTA DIRECCIÓN DE LA COMUNIDAD AUTÓNOMA,181 ALTA DIRECCIÓN DE LA COMUNIDAD AUTÓNOMA,1811,ACTIVIDAD LEGISLATIVA,1811 ACTIVIDAD LEGISLATIVA,,,,1,GASTOS DE PERSONAL,1 GASTOS DE PERSONAL,16,"CUOTAS, PRESTACIONES Y GASTOS SOCIALES A CARGO DEL EMPLEADOR","16 CUOTAS, PRESTACIONES Y GASTOS SOCIALES A CARGO DEL EMPLEADOR",160,CUOTAS SOCIALES,160 CUOTAS SOCIALES,16001,MUFACE,16001 MUFACE,NO FINANCIERO,3500,0.0035
2023,0101.1811.16200,FORMACIÓN Y PERFECCIONAMIENTO DE PERSONAL,01,PARLAMENTO,01 PARLAMENTO,0101,PARLAMENTO,0101 PARLAMENTO,,,,1,SERVICIOS PÚBLICOS BÁSICOS,1 SERVICIOS PÚBLICOS BÁSICOS,18,"ACTIVIDAD LEGISLATIVA, EJECUTIVA Y ASESORAMIENTO JURÍDICO","18 ACTIVIDAD LEGISLATIVA, EJECUTIVA Y ASESORAMIENTO JURÍDICO",181,ALTA DIRECCIÓN DE LA COMUNIDAD AUTÓNOMA,181 ALTA DIRECCIÓN DE LA COMUNIDAD AUTÓNOMA,1811,ACTIVIDAD LEGISLATIVA,1811 ACTIVIDAD LEGISLATIVA,,,,1,GASTOS DE PERSONAL,1 GASTOS DE PERSONAL,16,"CUOTAS, PRESTACIONES Y GASTOS SOCIALES A CARGO DEL EMPLEADOR","16 CUOTAS, PRESTACIONES Y GASTOS SOCIALES A CARGO DEL EMPLEADOR",162,GASTOS SOCIALES DE FUNCIONARIOS Y PERSONAL NO LABORAL,162 GASTOS SOCIALES DE FUNCIONARIOS Y PERSONAL NO LABORAL,16200,FORMACIÓN Y PERFECCIONAMIENTO DE PERSONAL,16200 FORMACIÓN Y PERFECCIONAMIENTO DE PERSONAL,NO FINANCIERO,7000,0.007
2023,0101.1811.16205,SEGUROS,01,PARLAMENTO,01 PARLAMENTO,0101,PARLAMENTO,0101 PARLAMENTO,,,,1,SERVICIOS PÚBLICOS BÁSICOS,1 SERVICIOS PÚBLICOS BÁSICOS,18,"ACTIVIDAD LEGISLATIVA, EJECUTIVA Y ASESORAMIENTO JURÍDICO","18 ACTIVIDAD LEGISLATIVA, EJECUTIVA Y ASESORAMIENTO JURÍDICO",181,ALTA DIRECCIÓN DE LA COMUNIDAD AUTÓNOMA,181 ALTA DIRECCIÓN DE LA COMUNIDAD AUTÓNOMA,1811,ACTIVIDAD LEGISLATIVA,1811 ACTIVIDAD LEGISLATIVA,,,,1,GASTOS DE PERSONAL,1 GASTOS DE PERSONAL,16,"CUOTAS, PRESTACIONES Y GASTOS SOCIALES A CARGO DEL EMPLEADOR","16 CUOTAS, PRESTACIONES Y GASTOS SOCIALES A CARGO DEL EMPLEADOR",162,GASTOS SOCIALES DE FUNCIONARIOS Y PERSONAL NO LABORAL,162 GASTOS SOCIALES DE FUNCIONARIOS Y PERSONAL NO LABORAL,16205,SEGUROS,16205 SEGUROS,NO FINANCIERO,24000,0.024
2023,0101.1811.16209,OTROS,01,PARLAMENTO,01 PARLAMENTO,0101,PARLAMENTO,0101 PARLAMENTO,,,,1,SERVICIOS PÚBLICOS BÁSICOS,1 SERVICIOS PÚBLICOS BÁSICOS,18,"ACTIVIDAD LEGISLATIVA, EJECUTIVA Y ASESORAMIENTO JURÍDICO","18 ACTIVIDAD LEGISLATIVA, EJECUTIVA Y ASESORAMIENTO JURÍDICO",181,ALTA DIRECCIÓN DE LA COMUNIDAD AUTÓNOMA,181 ALTA DIRECCIÓN DE LA COMUNIDAD AUTÓNOMA,1811,ACTIVIDAD LEGISLATIVA,1811 ACTIVIDAD LEGISLATIVA,,,,1,GASTOS DE PERSONAL,1 GASTOS DE PERSONAL,16,"CUOTAS, PRESTACIONES Y GASTOS SOCIALES A CARGO DEL EMPLEADOR","16 CUOTAS, PRESTACIONES Y GASTOS SOCIALES A CARGO DEL EMPLEADOR",162,GASTOS SOCIALES DE FUNCIONARIOS Y PERSONAL NO LABORAL,162 GASTOS SOCIALES DE FUNCIONARIOS Y PERSONAL NO LABORAL,16209,OTROS,16209 OTROS,NO FINANCIERO,30000,0.03
2023,0101.1811.16400,COMPLEMENTO FAMILIAR,01,PARLAMENTO,01 PARLAMENTO,0101,PARLAMENTO,0101 PARLAMENTO,,,,1,SERVICIOS PÚBLICOS BÁSICOS,1 SERVICIOS PÚBLICOS BÁSICOS,18,"ACTIVIDAD LEGISLATIVA, EJECUTIVA Y ASESORAMIENTO JURÍDICO","18 ACTIVIDAD LEGISLATIVA, EJECUTIVA Y ASESORAMIENTO JURÍDICO",181,ALTA DIRECCIÓN DE LA COMUNIDAD AUTÓNOMA,181 ALTA DIRECCIÓN DE LA COMUNIDAD AUTÓNOMA,1811,ACTIVIDAD LEGISLATIVA,1811 ACTIVIDAD LEGISLATIVA,,,,1,GASTOS DE PERSONAL,1 GASTOS DE PERSONAL,16,"CUOTAS, PRESTACIONES Y GASTOS SOCIALES A CARGO DEL EMPLEADOR","16 CUOTAS, PRESTACIONES Y GASTOS SOCIALES A CARGO DEL EMPLEADOR",164,COMPLEMENTO FAMILIAR,164 COMPLEMENTO FAMILIAR,16400,COMPLEMENTO FAMILIAR,16400 COMPLEMENTO FAMILIAR,NO FINANCIERO,3913,0.003913
2023,0101.1811.17000,OTROS IMPREVISTOS,01,PARLAMENTO,01 PARLAMENTO,0101,PARLAMENTO,0101 PARLAMENTO,,,,1,SERVICIOS PÚBLICOS BÁSICOS,1 SERVICIOS PÚBLICOS BÁSICOS,18,"ACTIVIDAD LEGISLATIVA, EJECUTIVA Y ASESORAMIENTO JURÍDICO","18 ACTIVIDAD LEGISLATIVA, EJECUTIVA Y ASESORAMIENTO JURÍDICO",181,ALTA DIRECCIÓN DE LA COMUNIDAD AUTÓNOMA,181 ALTA DIRECCIÓN DE LA COMUNIDAD AUTÓNOMA,1811,ACTIVIDAD LEGISLATIVA,1811 ACTIVIDAD LEGISLATIVA,,,,1,GASTOS DE PERSONAL,1 GASTOS DE PERSONAL,17,ATENCIONES DIVERSAS,17 ATENCIONES DIVERSAS,170,IMPREVISTOS Y FUNCIONES NO CLASIFICADAS,170 IMPREVISTOS Y FUNCIONES NO CLASIFICADAS,17000,OTROS IMPREVISTOS,17000 OTROS IMPREVISTOS,NO FINANCIERO,77259,0.077259
2023,0101.1811.20200,EDIFICIOS Y OTRAS CONSTRUCCIONES,01,PARLAMENTO,01 PARLAMENTO,0101,PARLAMENTO,0101 PARLAMENTO,,,,1,SERVICIOS PÚBLICOS BÁSICOS,1 SERVICIOS PÚBLICOS BÁSICOS,18,"ACTIVIDAD LEGISLATIVA, EJECUTIVA Y ASESORAMIENTO JURÍDICO","18 ACTIVIDAD LEGISLATIVA, EJECUTIVA Y ASESORAMIENTO JURÍDICO",181,ALTA DIRECCIÓN DE LA COMUNIDAD AUTÓNOMA,181 ALTA DIRECCIÓN DE LA COMUNIDAD AUTÓNOMA,1811,ACTIVIDAD LEGISLATIVA,1811 ACTIVIDAD LEGISLATIVA,,,,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,2 GASTOS EN BIENES CORRIENTES Y SERVICIOS,20,ARRENDAMIENTOS Y CANONES,20 ARRENDAMIENTOS Y CANONES,202,EDIFICIOS Y OTRAS CONSTRUCCIONES,202 EDIFICIOS Y OTRAS CONSTRUCCIONES,20200,EDIFICIOS Y OTRAS CONSTRUCCIONES,20200 EDIFICIOS Y OTRAS CONSTRUCCIONES,NO FINANCIERO,9000,0.009
2023,0101.1811.20400,ARRENDAMIENTO DE MEDIO DE TRANSPORTE,01,PARLAMENTO,01 PARLAMENTO,0101,PARLAMENTO,0101 PARLAMENTO,,,,1,SERVICIOS PÚBLICOS BÁSICOS,1 SERVICIOS PÚBLICOS BÁSICOS,18,"ACTIVIDAD LEGISLATIVA, EJECUTIVA Y ASESORAMIENTO JURÍDICO","18 ACTIVIDAD LEGISLATIVA, EJECUTIVA Y ASESORAMIENTO JURÍDICO",181,ALTA DIRECCIÓN DE LA COMUNIDAD AUTÓNOMA,181 ALTA DIRECCIÓN DE LA COMUNIDAD AUTÓNOMA,1811,ACTIVIDAD LEGISLATIVA,1811 ACTIVIDAD LEGISLATIVA,,,,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,2 GASTOS EN BIENES CORRIENTES Y SERVICIOS,20,ARRENDAMIENTOS Y CANONES,20 ARRENDAMIENTOS Y CANONES,204,MATERIAL DE TRANSPORTE,204 MATERIAL DE TRANSPORTE,20400,ARRENDAMIENTO DE MEDIO DE TRANSPORTE,20400 ARRENDAMIENTO DE MEDIO DE TRANSPORTE,NO FINANCIERO,5000,0.005
